# File Name: TESTWORDS.txt
# File Size: 173478      
# File Date: 07/19/2023 00:10:21
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2023
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	NOSPACE	NOETERNAL	ETERNAL	NOHELL	YESHELL	SHEOL	GEHENNA	HADES	TARTARUS	ABYSS	LOF	END
Holy-Bible---English---Open-English-Bible-Commonwealth	0	GROUP=0/0/0	eternity=2/1/1, eternal=54/48/6, forever=126/2/124, everlasting=15/2/13, evermore=20/0/20, and ever=38/21/17, for ever=60/39/21, always=79/2/77, immortal=7/4/3, age-during=0/0/0, age=31/15/16, ages=13/6/7, of old=23/1/22, world=220/17/203, worlds=0/0/0, long ago=12/1/11, universe=6/3/3, this life=5/2/3, earliest times=0/0/0, all the years=1/0/1, life without end=0/0/0, last days=5/0/5, present order=0/0/0, time to come=1/1/0, from the first=10/1/9, all times=8/0/8, the true=16/1/15, present life=1/0/1, order of the generations=0/0/0, last day=6/2/4, coming time=0/0/0, order of events=0/0/0, cares of life=2/2/0, since time was=0/0/0, time began=3/3/0, lasting=5/1/4, from the very first=4/1/3, only true=1/1/0, for all time=11/7/4, everliving=2/2/0, forevermore=0/0/0, truly life=0/0/0, GROUP=787/186/601	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=19/19/0, gehenna=12/12/0, gehinnom=0/0/0, hades=10/10/0, abyss=0/0/0, bottomless pit=8/8/0, depths below=1/1/0, tartarus=1/1/0, lake of fire=5/5/0, lake that burns with fire=0/0/0, GROUP=56/56/0	hell=0/0/0, sheol=19/19/0, hades=10/10/0, grave's=0/0/0, the grave=6/1/5, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=2/0/2, into the pit=1/0/1, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=38/30/8	hell=0/0/0, gehenna=12/12/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=12/12/0	hell=0/0/0, hades=10/10/0, underworld=0/0/0, grave's=0/0/0, grave=10/1/9, sheol=19/19/0, GROUP=39/30/9	hell=0/0/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=1/1/0	abyss=0/0/0, the deep=8/0/8, great deep=3/0/3, bottomless pit=8/8/0, the pit=13/3/10, depths below=1/1/0, GROUP=33/12/21	lake of fire=5/5/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Open-English-Bible-US	0	GROUP=0/0/0	eternity=2/1/1, eternal=54/48/6, forever=126/2/124, everlasting=15/2/13, evermore=20/0/20, and ever=38/21/17, for ever=60/39/21, always=79/2/77, immortal=7/4/3, age-during=0/0/0, age=31/15/16, ages=13/6/7, of old=23/1/22, world=220/17/203, worlds=0/0/0, long ago=12/1/11, universe=6/3/3, this life=5/2/3, earliest times=0/0/0, all the years=1/0/1, life without end=0/0/0, last days=5/0/5, present order=0/0/0, time to come=1/1/0, from the first=10/1/9, all times=8/0/8, the true=16/1/15, present life=1/0/1, order of the generations=0/0/0, last day=6/2/4, coming time=0/0/0, order of events=0/0/0, cares of life=2/2/0, since time was=0/0/0, time began=3/3/0, lasting=5/1/4, from the very first=4/1/3, only true=1/1/0, for all time=11/7/4, everliving=2/2/0, forevermore=0/0/0, truly life=0/0/0, GROUP=787/186/601	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=19/19/0, gehenna=12/12/0, gehinnom=0/0/0, hades=10/10/0, abyss=0/0/0, bottomless pit=8/8/0, depths below=1/1/0, tartarus=1/1/0, lake of fire=5/5/0, lake that burns with fire=0/0/0, GROUP=56/56/0	hell=0/0/0, sheol=19/19/0, hades=10/10/0, grave's=0/0/0, the grave=6/1/5, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=2/0/2, into the pit=1/0/1, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=38/30/8	hell=0/0/0, gehenna=12/12/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=12/12/0	hell=0/0/0, hades=10/10/0, underworld=0/0/0, grave's=0/0/0, grave=10/1/9, sheol=19/19/0, GROUP=39/30/9	hell=0/0/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=1/1/0	abyss=0/0/0, the deep=8/0/8, great deep=3/0/3, bottomless pit=8/8/0, the pit=13/3/10, depths below=1/1/0, GROUP=33/12/21	lake of fire=5/5/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Revised-Version	0	eternity=1/0/0, eternal=72/69/0, forever=2/0/0, everlasting=69/2/0, for ever and ever=42/21/0, for every and ever=0/0/0, GROUP=186/92/0	eternity=1/0/1, eternal=72/69/3, forever=2/0/2, everlasting=69/2/67, evermore=31/5/26, and ever=42/21/21, for ever=369/47/322, always=43/0/43, immortal=0/0/0, age-during=0/0/0, age=36/1/35, ages=7/5/2, of old=66/0/66, world=236/39/197, worlds=3/3/0, long ago=6/0/6, universe=0/0/0, this life=6/1/5, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=4/0/4, present order=0/0/0, time to come=11/1/10, from the first=8/0/8, all times=11/0/11, the true=13/1/12, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=2/0/2, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1047/198/849	hell=28/28/0, GROUP=28/28/0	hell=28/28/0, sheol=63/63/0, gehenna=0/0/0, gehinnom=0/0/0, hades=10/10/0, abyss=9/9/0, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=114/114/0	hell=28/28/0, sheol=63/63/0, hades=10/10/0, grave's=0/0/0, the grave=26/14/12, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=17/6/11, bars of the pit=0/0/0, alive into the pit=3/3/0, lowest pit=3/2/1, GROUP=150/126/24	hell=28/28/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=28/28/0	hell=28/28/0, hades=10/10/0, underworld=0/0/0, grave's=0/0/0, grave=46/14/32, sheol=63/63/0, GROUP=147/115/32	hell=28/28/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=28/28/0	abyss=9/9/0, the deep=27/1/26, great deep=4/0/4, bottomless pit=0/0/0, the pit=52/10/42, depths below=0/0/0, GROUP=92/20/72	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=1/1/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---Rotherham-Bible	0	GROUP=0/0/0	eternity=0/0/0, eternal=1/1/0, forever=0/0/0, everlasting=0/0/0, evermore=21/2/19, and ever=0/0/0, for ever=8/0/8, always=26/0/26, immortal=0/0/0, age-during=3/3/0, age=552/119/433, ages=60/38/22, of old=26/0/26, world=189/12/177, worlds=0/0/0, long ago=5/0/5, universe=0/0/0, this life=4/1/3, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=2/0/2, present order=0/0/0, time to come=8/0/8, from the first=7/0/7, all times=18/0/18, the true=4/0/4, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=2/0/2, from the very first=0/0/0, only true=0/0/0, for all time=1/0/1, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=944/178/766	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=63/63/0, gehenna=12/12/0, gehinnom=0/0/0, hades=74/74/0, abyss=11/9/2, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=164/162/2	hell=0/0/0, sheol=63/63/0, hades=74/74/0, grave's=0/0/0, the grave=18/0/18, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=17/1/16, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=173/138/35	hell=0/0/0, gehenna=12/12/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=12/12/0	hell=0/0/0, hades=74/74/0, underworld=0/0/0, grave's=0/0/0, grave=31/0/31, sheol=63/63/0, GROUP=168/137/31	hell=0/0/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=0/0/0	abyss=11/9/2, the deep=9/0/9, great deep=0/0/0, bottomless pit=0/0/0, the pit=38/5/33, depths below=0/0/0, GROUP=58/14/44	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=1/1/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---STEPBible-Amalgamant	0	GROUP=0/0/0	eternity=2/2/0, eternal=68/67/1, forever=414/0/414, everlasting=1/1/0, evermore=0/0/0, and ever=0/0/0, for ever=0/0/0, always=44/0/44, immortal=2/1/1, age-during=0/0/0, age=76/59/17, ages=40/38/2, of old=3/1/2, world=206/11/195, worlds=0/0/0, long ago=6/0/6, universe=1/1/0, this life=3/0/3, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=3/0/3, present order=0/0/0, time to come=6/0/6, from the first=3/0/3, all times=2/0/2, the true=6/1/5, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=1/0/1, since time was=0/0/0, time began=2/0/2, lasting=1/0/1, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=898/185/713	hell=12/12/0, GROUP=12/12/0	hell=12/12/0, sheol=64/63/1, gehenna=0/0/0, gehinnom=0/0/0, hades=10/10/0, abyss=44/10/34, bottomless pit=0/0/0, depths below=0/0/0, tartarus=1/1/0, lake of fire=0/0/0, lake that burns with fire=0/0/0, GROUP=131/96/35	hell=12/12/0, sheol=64/63/1, hades=10/10/0, grave's=0/0/0, the grave=3/0/3, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=0/0/0, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=89/85/4	hell=12/12/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=12/12/0	hell=12/12/0, hades=10/10/0, underworld=0/0/0, grave's=0/0/0, grave=64/0/64, sheol=64/63/1, GROUP=150/85/65	hell=12/12/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=13/13/0	abyss=44/10/34, the deep=3/0/3, great deep=0/0/0, bottomless pit=0/0/0, the pit=27/2/25, depths below=0/0/0, GROUP=74/12/62	lake of fire=0/0/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---STEPBible-Concordant	0	GROUP=0/0/0	eternity=0/0/0, eternal=71/70/1, forever=429/0/429, everlasting=0/0/0, evermore=0/0/0, and ever=0/0/0, for ever=1/0/1, always=48/0/48, immortal=0/0/0, age-during=0/0/0, age=127/99/28, ages=0/0/0, of old=9/0/9, world=211/12/199, worlds=0/0/0, long ago=0/0/0, universe=0/0/0, this life=3/0/3, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=0/0/0, present order=0/0/0, time to come=13/0/13, from the first=0/0/0, all times=0/0/0, the true=0/0/0, present life=0/0/0, order of the generations=0/0/0, last day=0/0/0, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=0/0/0, from the very first=0/0/0, only true=0/0/0, for all time=1/0/1, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=913/181/732	hell=23/23/0, GROUP=23/23/0	hell=23/23/0, sheol=64/63/1, gehenna=12/12/0, gehinnom=0/0/0, hades=10/10/0, abyss=47/10/37, bottomless pit=0/0/0, depths below=0/0/0, tartarus=1/1/0, lake of fire=0/0/0, lake that burns with fire=0/0/0, GROUP=157/119/38	hell=23/23/0, sheol=64/63/1, hades=10/10/0, grave's=0/0/0, the grave=0/0/0, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=0/0/0, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=97/96/1	hell=23/23/0, gehenna=12/12/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=35/35/0	hell=23/23/0, hades=10/10/0, underworld=0/0/0, grave's=0/0/0, grave=105/0/105, sheol=64/63/1, GROUP=202/96/106	hell=23/23/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=24/24/0	abyss=47/10/37, the deep=1/0/1, great deep=0/0/0, bottomless pit=0/0/0, the pit=0/0/0, depths below=0/0/0, GROUP=48/10/38	lake of fire=0/0/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Trans-Trans	0	GROUP=0/0/0	eternity=0/0/0, eternal=94/37/57, forever=465/71/394, everlasting=12/0/12, evermore=0/0/0, and ever=1/1/0, for ever=0/0/0, always=580/8/572, immortal=1/0/1, age-during=0/0/0, age=13/7/6, ages=5/2/3, of old=0/0/0, world=280/25/255, worlds=0/0/0, long ago=183/7/176, universe=12/2/10, this life=10/3/7, earliest times=0/0/0, all the years=6/0/6, life without end=0/0/0, last days=1/0/1, present order=0/0/0, time to come=0/0/0, from the first=9/0/9, all times=9/1/8, the true=57/2/55, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=2/2/0, lasting=10/0/10, from the very first=0/0/0, only true=4/2/2, for all time=2/1/1, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1763/173/1590	hell=37/17/20, GROUP=37/17/20	hell=37/17/20, sheol=63/63/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=1/1/0, lake that burns with fire=1/1/0, GROUP=102/82/20	hell=37/17/20, sheol=63/63/0, hades=0/0/0, grave's=0/0/0, the grave=15/3/12, underworld=4/4/0, place of the dead=12/10/2, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=3/0/3, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=134/97/37	hell=37/17/20, gehenna=0/0/0, gehinnom=0/0/0, underworld=4/4/0, GROUP=41/21/20	hell=37/17/20, hades=0/0/0, underworld=4/4/0, grave's=0/0/0, grave=29/5/24, sheol=63/63/0, GROUP=133/89/44	hell=37/17/20, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=37/17/20	abyss=0/0/0, the deep=23/6/17, great deep=0/0/0, bottomless pit=0/0/0, the pit=15/1/14, depths below=0/0/0, GROUP=38/7/31	lake of fire=1/1/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=2/2/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Twentieth-Century-NT	0	GROUP=0/0/0	eternity=1/1/0, eternal=11/10/1, forever=1/1/0, everlasting=2/2/0, evermore=0/0/0, and ever=21/21/0, for ever=43/40/3, always=71/3/68, immortal=45/42/3, age-during=0/0/0, age=22/14/8, ages=8/6/2, of old=6/2/4, world=184/18/166, worlds=0/0/0, long ago=10/0/10, universe=6/3/3, this life=5/2/3, earliest times=0/0/0, all the years=1/0/1, life without end=0/0/0, last days=6/0/6, present order=0/0/0, time to come=1/1/0, from the first=15/1/14, all times=6/0/6, the true=13/1/12, present life=1/0/1, order of the generations=0/0/0, last day=6/2/4, coming time=0/0/0, order of events=0/0/0, cares of life=2/2/0, since time was=0/0/0, time began=3/3/0, lasting=4/0/4, from the very first=4/1/3, only true=1/1/0, for all time=9/7/2, everliving=2/2/0, forevermore=0/0/0, truly life=0/0/0, GROUP=510/186/324	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=0/0/0, gehenna=1/1/0, gehinnom=0/0/0, hades=1/1/0, abyss=0/0/0, bottomless pit=8/8/0, depths below=1/1/0, tartarus=1/1/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=16/16/0	hell=0/0/0, sheol=0/0/0, hades=1/1/0, grave's=0/0/0, the grave=3/1/2, underworld=0/0/0, place of the dead=1/1/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=5/5/0, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=10/8/2	hell=0/0/0, gehenna=1/1/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=1/1/0	hell=0/0/0, hades=1/1/0, underworld=0/0/0, grave's=0/0/0, grave=4/1/3, sheol=0/0/0, GROUP=5/2/3	hell=0/0/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=1/1/0	abyss=0/0/0, the deep=4/0/4, great deep=0/0/0, bottomless pit=8/8/0, the pit=11/11/0, depths below=1/1/0, GROUP=24/20/4	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=4/4/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Tyndale-Bible	0	GROUP=0/0/0	eternity=0/0/0, eternal=0/0/0, forever=4/4/0, everlasting=1/1/0, evermore=5/4/1, and ever=3/2/1, for ever=28/21/7, always=0/0/0, immortal=0/0/0, age-during=0/0/0, age=18/0/18, ages=0/0/0, of old=0/0/0, world=7/0/7, worlds=0/0/0, long ago=0/0/0, universe=0/0/0, this life=0/0/0, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=0/0/0, present order=0/0/0, time to come=0/0/0, from the first=0/0/0, all times=0/0/0, the true=5/0/5, present life=0/0/0, order of the generations=0/0/0, last day=0/0/0, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=0/0/0, from the very first=0/0/0, only true=0/0/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=71/32/39	hell=22/22/0, GROUP=22/22/0	hell=22/22/0, sheol=4/4/0, gehenna=0/0/0, gehinnom=0/0/0, hades=3/0/3, abyss=0/0/0, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=0/0/0, lake that burns with fire=0/0/0, GROUP=29/26/3	hell=22/22/0, sheol=4/4/0, hades=3/0/3, grave's=0/0/0, the grave=4/2/2, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=0/0/0, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=33/28/5	hell=22/22/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=22/22/0	hell=22/22/0, hades=3/0/3, underworld=0/0/0, grave's=0/0/0, grave=9/3/6, sheol=4/4/0, GROUP=38/29/9	hell=22/22/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=22/22/0	abyss=0/0/0, the deep=0/0/0, great deep=0/0/0, bottomless pit=0/0/0, the pit=0/0/0, depths below=0/0/0, GROUP=0/0/0	lake of fire=0/0/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Unlocked-Literal-Bible	0	GROUP=0/0/0	eternity=2/0/2, eternal=69/63/6, forever=337/48/289, everlasting=65/6/59, evermore=1/0/1, and ever=40/20/20, for ever=2/0/2, always=155/1/154, immortal=1/1/0, age-during=0/0/0, age=41/13/28, ages=14/9/5, of old=11/0/11, world=224/24/200, worlds=0/0/0, long ago=29/2/27, universe=5/2/3, this life=10/1/9, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=9/1/8, present order=0/0/0, time to come=8/0/8, from the first=8/0/8, all times=11/0/11, the true=15/2/13, present life=0/0/0, order of the generations=0/0/0, last day=6/2/4, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=6/0/6, from the very first=0/0/0, only true=1/1/0, for all time=7/0/7, everliving=0/0/0, forevermore=6/1/5, truly life=0/0/0, GROUP=1083/197/886	hell=11/11/0, GROUP=11/11/0	hell=11/11/0, sheol=63/63/0, gehenna=0/0/0, gehinnom=0/0/0, hades=10/10/0, abyss=2/2/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=1/1/0, lake of fire=2/2/0, lake that burns with fire=0/0/0, GROUP=96/96/0	hell=11/11/0, sheol=63/63/0, hades=10/10/0, grave's=0/0/0, the grave=17/4/13, underworld=0/0/0, place of the dead=1/0/1, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=12/3/9, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=114/91/23	hell=11/11/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=11/11/0	hell=11/11/0, hades=10/10/0, underworld=0/0/0, grave's=0/0/0, grave=32/4/28, sheol=63/63/0, GROUP=116/88/28	hell=11/11/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=12/12/0	abyss=2/2/0, the deep=27/1/26, great deep=3/0/3, bottomless pit=7/7/0, the pit=40/5/35, depths below=0/0/0, GROUP=79/15/64	lake of fire=2/2/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=2/2/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Webster-Bible	0	GROUP=0/0/0	eternity=1/0/1, eternal=47/45/2, forever=3/0/3, everlasting=91/26/65, evermore=19/3/16, and ever=47/21/26, for ever=385/47/338, always=82/1/81, immortal=1/1/0, age-during=0/0/0, age=42/0/42, ages=4/3/1, of old=58/0/58, world=251/48/203, worlds=2/2/0, long ago=4/0/4, universe=0/0/0, this life=6/1/5, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=8/1/7, present order=0/0/0, time to come=12/1/11, from the first=9/0/9, all times=8/0/8, the true=14/1/13, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1105/204/901	hell=49/49/0, GROUP=49/49/0	hell=49/49/0, sheol=63/63/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=123/123/0	hell=49/49/0, sheol=63/63/0, hades=0/0/0, grave's=1/1/0, the grave=46/33/13, underworld=0/0/0, place of the dead=1/1/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=14/5/9, bars of the pit=1/1/0, alive into the pit=1/1/0, lowest pit=1/0/1, GROUP=177/154/23	hell=49/49/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=49/49/0	hell=49/49/0, hades=0/0/0, underworld=0/0/0, grave's=1/1/0, grave=67/34/33, sheol=63/63/0, GROUP=180/147/33	hell=49/49/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=49/49/0	abyss=0/0/0, the deep=27/3/24, great deep=4/0/4, bottomless pit=7/7/0, the pit=49/9/40, depths below=0/0/0, GROUP=87/19/68	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
