# File Name: IVERSE.txt
# File Size: 891829      
# File Date: 12/23/2024 02:01:04
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2024
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Tongan---Revised-West-Version	GEN-003-024	Senesi 3:24	Pea naʻa ne kapusi ai ʻae tangata pea ne tuku ki he [potu ]hahake ʻoe ngoue ʻo ʻIteni, ʻae selupimi, mo e heletā ulo, ʻaia naʻe foli fakatakamilo, ke leʻohi ʻae hala ʻoe ʻakau ʻoe moʻui.
Holy-Bible---Tongan---Revised-West-Version	LUK-023-034	Luke 23:34	Pea toki pehē ʻe Sisu, “ʻE Tamai, fakamolemole ʻakinautolu; he ʻoku ʻikai te nau ʻilo ʻaia ʻoku nau fai.” Pea naʻa nau vahevahe ʻa hono ngaahi kofu, ʻo talotalo.
Holy-Bible---Tongan---Revised-West-Version	REV-021-002	Fakahā 21:2-3	Pea ko au Sione, ne u mamata ki he kolo māʻoniʻoni, ko Selūsalema foʻou, ʻoku ʻalu hifo mei he ʻOtua ʻi he langi, kuo teuteu ʻo hangē ha taʻahine kuo teu ki hono ʻeiki taʻane. Pea ne u fanongo ki he leʻo lahi mei he langi, ʻoku pehē, “Vakai, ko e fale fehikitaki ʻoe ʻOtua ʻoku ʻi he kakai, pea ʻe nofo ia mo kinautolu; pea te nau hoko ko hono kakai, pea ʻe ʻiate kinautolu ʻae ʻOtua, ko honau ʻOtua.
Holy-Bible---Tongan---Revised-West-Version	HEB-011-008	Hepelū 11:8	Ko e tui naʻe talangofua ai ʻa ʻEpalahame, ʻi hono ui ia ke ʻalu atu ki ha potu te ne maʻu ʻamui ko e nofoʻanga; pea naʻa ne fononga atu, ʻo ʻikai te ne ʻilo pe ko ʻene ʻalu ki fē.
Holy-Bible---Tongan---Revised-West-Version	EXO-013-017	ʻEkisotosi 13:17	Pea ko ʻeni, ʻi he tukuange ʻae kakai ʻe Felo ke nau ʻalu, naʻe ʻikai tataki ʻakinautolu ʻe he ʻOtua ʻi he hala ʻoe fonua ʻoe kau Filisitia, neongo hono ofi ia; he naʻe pehē ʻe he ʻOtua, Telia naʻa fakatomala ʻae kakai ʻi heʻenau mamata ki he tau, pea te nau foki ki ʻIsipite.
Holy-Bible---Tongan---Revised-West-Version	MAR-010-045	Maʻake 10:45	He naʻe ʻikai ke haʻu ʻae Foha ʻoe tangata ke tauhia ia, ka ke tauhi, pea ke foaki ʻene moʻui ko e huhuʻi ʻoe tokolahi.”
Holy-Bible---Tongan---Revised-West-Version	ROM-001-001	Loma 1:1	Ko au Paula ko e tamaioʻeiki ʻa Sisu Kalaisi, kuo fili ko e ʻaposetolo, mo vaheʻi ki he ongoongolelei ʻae ʻOtua,
Holy-Bible---Tongan---Revised-West-Version	MAT-028-019	Mātiu 28:19	Ko ia ke ʻalu ʻakimoutolu, ʻo fakalotuʻi ʻae ngaahi puleʻanga kotoa pē, ʻo papitaiso ʻakinautolu ʻi he huafa ʻoe Tamai, mo e ʻAlo, mo e Laumālie Māʻoniʻoni:
Holy-Bible---Tsakhur---Tsakhur-Bible	JOH-003-016	Yəhye 3:16	Allahıs dyunye manimee ıkkiykan, Mang'vee vorna-deşda Cuna sa Dix huvu. Manıd mançil-alla ha'a, Mang'ulqa inyam ha'an nenbıcab hımabat'acenva, manbışiqa gırgıne gahbışisda ı'mı'r vuxhecenva.
Holy-Bible---Tsakhur---Tsakhur-Bible	GEN-003-024	Ts'etta ıxhaynbı 3:24	Mang'vee Eden bağne şargılqa g'oramişa'an malaaikariy harıne suralqa iliyk'aran ts'ayıkan g'ılınc giyxhe ı'mrene yivelqa əəna yəq avqecenva.
Holy-Bible---Tsakhur---Tsakhur-Bible	LUK-023-034		
Holy-Bible---Tsakhur---Tsakhur-Bible	REV-021-002		 
Holy-Bible---Tsakhur---Tsakhur-Bible	HEB-011-008		
Holy-Bible---Tsakhur---Tsakhur-Bible	EXO-013-017	Qığeepç'iy 13:17	Fironee millet g'ayqiyng'a, Allahee manbı Filiştinaaşine cigabışile k'ena yəq cit'aba vuxheyib quvqekka deş. Allahee eyhen: – Maa'ab manbışika muhariba hav'eene, manbışe sayid fıkırbı badal hı'ı Misirqacab siviyk'al.
Holy-Bible---Tsakhur---Tsakhur-Bible	MAR-010-045		
Holy-Bible---Tsakhur---Tsakhur-Bible	ROM-001-001		
Holy-Bible---Tsakhur---Tsakhur-Bible	MAT-028-019	Matta 28:19	Mançil-allab hapk'ın gırgıne milletbışike Yizın telebabı hee'e, manbı Dekkıne, Duxayne, sayıb Muq'addasne Rı'hı'ne doyuka xhineeqa k'yooq'u gicəpxı'ybı aleet'e'e.
Holy-Bible---Turkish---Turkish-Bible	JOH-003-016	Yuhanna 3:16	“Çünkü Tanrı dünyayı o kadar çok sevdi ki, biricik Oğlu'nu verdi. Öyle ki, O'na iman edenlerin hiçbiri mahvolmasın, hepsi sonsuz yaşama kavuşsun.
Holy-Bible---Turkish---Turkish-Bible	GEN-003-024	Yaratiliş 3:24	Onu kovdu. Yaşam ağacının yolunu denetlemek için de Aden bahçesinin doğusuna Keruvlar ve her yana dönen alevli bir kılıç yerleştirdi.
Holy-Bible---Turkish---Turkish-Bible	LUK-023-034	Luka 23:34	İsa, “Baba, onları bağışla” dedi. “Çünkü ne yaptıklarını bilmiyorlar.” O'nun giysilerini aralarında paylaşmak için kura çektiler.
Holy-Bible---Turkish---Turkish-Bible	REV-021-002	Vahiy 21:2-3	Kutsal kentin, yeni Yeruşalim'in gökten, Tanrı'nın yanından indiğini gördüm. Güveyi için hazırlanmış süslü bir gelin gibiydi. Tahttan yükselen gür bir sesin şöyle dediğini işittim: “İşte, Tanrı'nın konutu insanların arasındadır. Tanrı onların arasında yaşayacak. Onlar O'nun halkı olacaklar, Tanrı'nın kendisi de onların arasında bulunacak.
Holy-Bible---Turkish---Turkish-Bible	HEB-011-008	İbraniler 11:8	İman sayesinde İbrahim miras alacağı yere gitmesi için çağrılınca, Tanrı'nın sözünü dinledi ve nereye gideceğini bilmeden yola çıktı.
Holy-Bible---Turkish---Turkish-Bible	EXO-013-017	Misir'Dan Çikiş 13:17	Firavun İsrailliler'i salıverdiğinde, Filist yöresi yakın olmasına karşın, Tanrı onları oradan götürmedi. Çünkü, “Halk savaşla karşılaşınca, düşüncelerini değiştirip Mısır'a geri dönebilir” diye düşündü.
Holy-Bible---Turkish---Turkish-Bible	MAR-010-045	Markos 10:45	Çünkü İnsanoğlu bile hizmet edilmeye değil, hizmet etmeye ve canını birçokları için fidye olarak vermeye geldi.”
Holy-Bible---Turkish---Turkish-Bible	ROM-001-001	Romalilar 1:1	İsa Mesih'in kulu, Tanrı'nın Müjdesi'ni yaymak üzere seçilip elçi olmaya çağrılan ben Pavlus'tan selam!
Holy-Bible---Turkish---Turkish-Bible	MAT-028-019	Matta 28:19	Bu nedenle gidin, bütün ulusları öğrencilerim olarak yetiştirin; onları Baba, Oğul ve Kutsal Ruh'un adıyla vaftiz edin;
Holy-Bible---Twi---Akuapem-Twi-Bible	JOH-003-016	Yohane 3:16	“Na sɛnea Onyankopɔn dɔɔ wiase ni, sɛ ɔde ne Ba a ɔwoo no koro no mae, na obiara a ogye no di no nyera na wanya nkwa a enni awiei.
Holy-Bible---Twi---Akuapem-Twi-Bible	GEN-003-024	1 Mose 3:24	Ɔpam onipa no, ɔde Kerubim ne afoa a ɛdɛw twaa ne ho fa baabiara no sii Eden turo no apuei fam sɛ ɛnwɛn ɔkwan a ɛkɔ nkwa dua no ho no.
Holy-Bible---Twi---Akuapem-Twi-Bible	LUK-023-034	Luka 23:34	Yesu kae se, “Agya, fa kyɛ wɔn, efisɛ wonnim nea wɔreyɛ.” Asraafo no kyekyɛɛ ne ntade mu bɔɔ so ntonto fae.
Holy-Bible---Twi---Akuapem-Twi-Bible	REV-021-002	Adiyisɛm 21:2-3	Na mihuu Kurow Kronkron a ɛyɛ Yerusalem foforo sɛ efi Onyankopɔn hɔ wɔ ɔsoro reba fam, a wasiesie ne ho te sɛ ayeforo a ɔrekohyia ne kunu. Metee nne dennen bi fi ahengua no so se, “Afei, Onyankopɔn atenae wɔ nnipa mu. Ɔne wɔn bɛtena na wɔayɛ ne nkurɔfo. Onyankopɔn no ankasa ne wɔn bɛtena na wayɛ wɔn Nyankopɔn.
Holy-Bible---Twi---Akuapem-Twi-Bible	HEB-011-008	Hebrifo 11:8	Gyidi nti na bere a Onyankopɔn ka kyerɛɛ Abraham se ɔnkɔ asase a wahyɛ ho bɔ sɛ ɔde bɛma no no so no, otiei na ɔkɔe. Ogyaw ne man hɔ kɔe a na onnim faako a ɔrekɔ.
Holy-Bible---Twi---Akuapem-Twi-Bible	EXO-013-017	2 Mose 13:17	Farao maa nnipa no kwan sɛ wɔnkɔ no, Onyankopɔn amma wɔamfa ɔkwan a ɛfa Filistifo man no mu a na ɛyɛ tiaa no so. Efisɛ Onyankopɔn kae se, “Sɛ wokohyia ɔko a, ebia na wɔasesa wɔn adwene ama wɔasan akɔ Misraim.”
Holy-Bible---Twi---Akuapem-Twi-Bible	MAR-010-045	Marko 10:45	Onipa Ba no amma sɛ wɔnsom no, na mmom ɔbɛsomee, na ɔde ne kra too hɔ sɛ mpata maa nnipa nyinaa.”
Holy-Bible---Twi---Akuapem-Twi-Bible	ROM-001-001	Romafo 1:1	Saa nhoma yi fi me, Paulo, Yesu Kristo somfo a wɔayi me sɛ ɔsɛnkafo a wɔasoma me sɛ menkɔka Onyankopɔn asɛmpa no nkyɛn.
Holy-Bible---Twi---Akuapem-Twi-Bible	MAT-028-019	Mateo 28:19	Enti monkɔ nkɔyɛ amanaman nyinaa mʼasuafo. Mommɔ wɔn asu nhyɛ Agya, Ɔba ne Honhom Kronkron din mu,
Holy-Bible---Twi---Asante-Twi-WASNA	JOH-003-016	Yohane 3:16	“Na sɛdeɛ Onyankopɔn dɔɔ ewiase nie; sɛ ɔde ne Ba a ɔwoo no korɔ no maeɛ, na obiara a ɔgye no di no anyera, na mmom wanya nkwa a ɛnni awieeɛ.
Holy-Bible---Twi---Asante-Twi-WASNA	GEN-003-024	1 Mose 3:24	Ɔpamoo onipa no. Na Eden turo no apueeɛ fam hɔ no, ɔde Kerubim ne afena a ɛredɛre twa ne ho fa baabiara no sii hɔ sɛ, ɛnwɛn ɛkwan a ɛkɔ nkwa dua no ho.
Holy-Bible---Twi---Asante-Twi-WASNA	LUK-023-034	Luka 23:34	Yesu kaa sɛ, “Agya, fa kyɛ wɔn, ɛfiri sɛ, wɔnnim deɛ wɔreyɛ.” Afei, asraafoɔ no kyekyɛɛ ne ntadeɛ mu bɔɔ so ntonto faeɛ.
Holy-Bible---Twi---Asante-Twi-WASNA	REV-021-002	Adiyisɛm 21:2-3	Na mehunuu Kuro Kronkron a ɛyɛ Yerusalem foforɔ sɛ ɛfiri Onyankopɔn hɔ wɔ ɔsoro reba fam, a wasiesie ne ho te sɛ ayeforɔ a ɔrekɔhyia ne kunu. Metee nne denden bi firi ahennwa no so sɛ, “Afei, Onyankopɔn atenaeɛ wɔ nnipa mu. Ɔne wɔn bɛtena na wɔayɛ ne nkurɔfoɔ. Onyankopɔn no ankasa ne wɔn bɛtena na wayɛ wɔn Onyankopɔn.
Holy-Bible---Twi---Asante-Twi-WASNA	HEB-011-008	Hebrifoɔ 11:8	Gyidie enti na ɛberɛ a Onyankopɔn ka kyerɛɛ Abraham sɛ ɔnkɔ asase a wahyɛ ho bɔ sɛ ɔde bɛma no so no, ɔtieeɛ na ɔkɔeɛ. Ɔgyaa ne ɔman hɔ kɔeɛ a na ɔnnim baabi a ɔrekɔ.
Holy-Bible---Twi---Asante-Twi-WASNA	EXO-013-017	2 Mose 13:17	Akyire no, Farao maa nnipa no kɔeɛ. Ɛwom sɛ na ɛsɛ sɛ wɔfa Filistifoɔ asase a ɛkwan no da mu tee kɔsi Bɔhyɛ Asase no so, nanso Onyankopɔn ma wɔfaa ɛkwan foforɔ so. Deɛ enti a Onyankopɔn ma wɔfaa ɛkwan foforɔ so no ne sɛ, na ɔsusu sɛ, ɛwom sɛ wɔkura wɔn akodeɛ deɛ, nanso sɛ wɔkɔ na wɔkɔhyia akodie bi a, wɔn aba mu bɛbu ama wɔasane aba Misraim.
Holy-Bible---Twi---Asante-Twi-WASNA	MAR-010-045	Marko 10:45	Me a meyɛ Onipa Ba no, mamma sɛ wɔnsom me na mmom, mebaeɛ sɛ merebɛboa afoforɔ, na mede me kra ayɛ mpata ama nnipa pii.”
Holy-Bible---Twi---Asante-Twi-WASNA	ROM-001-001	Romafoɔ 1:1	Nnwoma yi firi me, Paulo, Yesu Kristo ɔsomfoɔ a wɔayi me sɛ ɔsɛnkafoɔ a wɔasoma me sɛ menkɔka Onyankopɔn asɛmpa no nkyɛn.
Holy-Bible---Twi---Asante-Twi-WASNA	MAT-028-019	Mateo 28:19	Enti, monkɔ nkɔyɛ amanaman nyinaa mʼasuafoɔ. Mommɔ wɔn asu nhyɛ Agya, Ɔba ne Honhom Kronkron din mu,
Holy-Bible---Ukrainian---New-Translation	JOH-003-016	Від Івана 3:16	Бо так полюбив Бог світ, що віддав Свого Єдинородного Сина, щоб кожний, хто вірує в Нього, не загинув, але мав життя вічне.
Holy-Bible---Ukrainian---New-Translation	GEN-003-024		
Holy-Bible---Ukrainian---New-Translation	LUK-023-034	Від Луки 23:34	Ісус же казав: «Отче, прости їм, бо не знають, що чинять!» Коли ж ділили Його одяг між собою, то кидали жереб.
Holy-Bible---Ukrainian---New-Translation	REV-021-002	Об'явлення 21:2-3	Я побачив святе місто, новий Єрусалим, що сходив із неба від Бога, підготовлений як наречена, прикрашена для свого чоловіка. І я почув від престолу гучний голос, який казав: «Ось Оселя Бога [тепер] з людьми, і Він житиме з ними. Вони будуть Його народом, і Сам Бог буде з ними їхнім Богом.
Holy-Bible---Ukrainian---New-Translation	HEB-011-008	До євреїв 11:8	Вірою Авраам, коли був покликаний, послухався й вирушив туди, де пізніше отримав спадщину; вийшов, не знаючи, куди йде.
Holy-Bible---Ukrainian---New-Translation	EXO-013-017		
Holy-Bible---Ukrainian---New-Translation	MAR-010-045	Від Марка 10:45	Адже Син Людський прийшов не для того, щоб Йому служили, але щоб служити й віддати Своє життя як викуп за багатьох».
Holy-Bible---Ukrainian---New-Translation	ROM-001-001	До римлян 1:1	Павло, раб Ісуса Христа, покликаний [бути] апостолом і обраний, щоб звіщати Добру Звістку Бога,
Holy-Bible---Ukrainian---New-Translation	MAT-028-019	Від Матвія 28:19	Тож ідіть і зробіть учнями всі народи, охрещуючи їх в ім’я Отця, і Сина, і Святого Духа.
Holy-Bible---Ukrainian---Ukrainian-NT	JOH-003-016	Від Івана 3:16	Так бо полюбив Бог сьвіт, що Сина свого єдинородного дав, щоб кожен, віруючий в Него, не погиб, а мав життє вічне.
Holy-Bible---Ukrainian---Ukrainian-NT	GEN-003-024		
Holy-Bible---Ukrainian---Ukrainian-NT	LUK-023-034	Від Луки 23:34	Ісус же рече: Отче, відпусти їм; не знають бо, що роблять.
Holy-Bible---Ukrainian---Ukrainian-NT	REV-021-002	Об'явлення 21:2-3	А я Йоан бачив город той сьвятий, новий Єрусалим, що сходив від Бога з неба, приготований, як невіста украшена чоловікові своєму. І чув я голос великий з неба, що глаголав: Ось, оселя Божа з людьми, і, дому вати ме з ними; а вони будуть Його люде, і сам Бог буде з ними, Бог їх.
Holy-Bible---Ukrainian---Ukrainian-NT	HEB-011-008	До євреїв 11:8	Вірою, покликаний Авраам, послухав, щоб вийти на те місце, котре мав прийняти в наслїддє, і вийшов, не знаючи, куди йде.
Holy-Bible---Ukrainian---Ukrainian-NT	EXO-013-017		
Holy-Bible---Ukrainian---Ukrainian-NT	MAR-010-045	Від Марка 10:45	Бо й Син чоловічий не прийшов, щоб служено Йому, а служити й дати душу свою викуп за многих.
Holy-Bible---Ukrainian---Ukrainian-NT	ROM-001-001	До римлян 1:1	Павел, слуга Ісуса Христа, покликаний апостол, вибраний на благовістуваннє Боже,
Holy-Bible---Ukrainian---Ukrainian-NT	MAT-028-019	Від Матвія 28:19	Ійдїть же навчайте всї народи, хрестячи їх в імя Отця, і Сина, й сьвятого Духа,
Holy-Bible---Ukrainian---Ukrainian-Ogienko	JOH-003-016	Від Івана 3:16	Так бо Бог полюбив світ, що дав Сина Свого Одноро́дженого, щоб кожен, хто вірує в Нього, не згинув, але мав життя вічне.
Holy-Bible---Ukrainian---Ukrainian-Ogienko	GEN-003-024	Буття 3:24	І вигнав Господь Бог Адама. А на схід від еденського раю поставив Херувима і меча полум'яного, який оберта́вся навколо, щоб стерегти дорогу до дерева життя.
Holy-Bible---Ukrainian---Ukrainian-Ogienko	LUK-023-034	Від Луки 23:34	Ісус же промовив: „Отче, відпусти їм, — бо не знають, що чинять вони!“А як Його одіж ділили, то кидали же́реба.
Holy-Bible---Ukrainian---Ukrainian-Ogienko	REV-021-002	Об'явлення 21:2-3	І я, Іван, бачив місто святе, Нови́й Єрусали́м, що схо́див із неба від Бога, що був пригото́ваний, як неві́ста, прикра́шена для чоловіка свого. I почув я гучний голос із престолу, який кли́кав: „Оце́ оселя Бога з людьми́, і Він житиме з ними! Вони бу́дуть наро́дом Його, і Сам Бог буде з ними“,
Holy-Bible---Ukrainian---Ukrainian-Ogienko	HEB-011-008	До євреїв 11:8	Вірою Авраа́м, покликаний на місце, яке мав прийняти в спа́дщину, послухався та й пішов, не відаючи, куди йде.
Holy-Bible---Ukrainian---Ukrainian-Ogienko	EXO-013-017	Вихід 13:17	І сталося, коли фараон відпустив був той народ, то Бог не повів їх дорогою землі филистимської, хоч була близька́ вона. Бо Бог сказав: „Щоб не пожалкував той наро́д, коли він побачить війну, і не вернувся до Єгипту“.
Holy-Bible---Ukrainian---Ukrainian-Ogienko	MAR-010-045	Від Марка 10:45	Бо Син Лю́дський прийшов не на те, щоб служили Йому, але щоб послужити, і душу Свою дати на викуп за багатьох“.
Holy-Bible---Ukrainian---Ukrainian-Ogienko	ROM-001-001	До римлян 1:1	Павло, раб Ісуса Христа, покликаний апо́стол, вибраний для звіща́ння Єва́нгелії Божої,
Holy-Bible---Ukrainian---Ukrainian-Ogienko	MAT-028-019	Від Матвія 28:19	Тож ідіть, і навчі́ть всі наро́ди, христячи їх в їм'я́ Отця, і Сина, і Святого Духа,
Holy-Bible---Urdu---Urdu-Bible	JOH-003-016	यूहन्ना 3:16	“क्यूँकि ख़ुदा ने दुनियाँ से ऐसी मुहब्बत रख्खी कि उसने अपना इकलौता बेटा बख़्श दिया, ताकि जो कोई उस पर ईमान लाए हलाक न हो, बल्कि हमेशा की ज़िन्दगी पाए।
Holy-Bible---Urdu---Urdu-Bible	GEN-003-024	पैदाइश 3:24	चुनाँचे उसने आदम को निकाल दिया और बाग — ए — 'अदन के मशरिक़ की तरफ़ करूबियों को और चारों तरफ़ घूमने वाली शो'लाज़न तलवार को रख्खा, कि वह ज़िन्दगी के दरख़्त की राह की हिफ़ाज़त करें।
Holy-Bible---Urdu---Urdu-Bible	LUK-023-034	लूका 23:34	ईसा ने कहा, “ऐ बाप, इन्हें मुआफ़ कर, क्यूँकि यह जानते नहीं कि क्या कर रहे हैं।” उन्हों ने पर्ची डाल कर उस के कपड़े आपस में बाँट लिए।
Holy-Bible---Urdu---Urdu-Bible	REV-021-002	मुकाशफ़ा 21:2-3	फिर मैंने शहर — ए — मुक़द्दस नए येरूशलेम को आसमान पर से ख़ुदा के पास से उतरते देखा, और वो उस दुल्हन की तरह सजा था जिसने अपने शौहर के लिए सिंगार किया हो। फिर मैंने तख़्त में से किसी को उनको ऊँची आवाज़ से ये कहते सुना, “देख, ख़ुदा का ख़ेमा आदमियों के दर्मियान है। और वो उनके साथ सुकूनत करेगा, और वो उनके साथ रहेगा और उनका ख़ुदा होगा।
Holy-Bible---Urdu---Urdu-Bible	HEB-011-008	इब्रानियों 11:8	यह ईमान का काम था कि अब्रहाम ने ख़ुदा की सुनी जब उस ने उसे बुला कर कहा कि वह एक ऐसे मुल्क में जाए जो उसे बाद में मीरास में मिलेगा। हाँ, वह अपने मुल्क को छोड़ कर रवाना हुआ, हालाँकि उसे मालूम न था कि वह कहाँ जा रहा है।
Holy-Bible---Urdu---Urdu-Bible	EXO-013-017	ख़ुरु 13:17	और जब फ़िर'औन ने उन लोगों को जाने की इजाज़त दे दी तो ख़ुदा इनको फ़िलिस्तियों के मुल्क के रास्ते से नहीं ले गया, अगरचे उधर से नज़दीक पड़ता; क्यूँकि ख़ुदा ने कहा, ऐसा न हो कि यह लोग लड़ाई — भिड़ाई देख कर पछताने लगें और मिस्र को लौट जाएँ।
Holy-Bible---Urdu---Urdu-Bible	MAR-010-045	मरकुस 10:45	क्यूँकि इब्न — ए आदम भी इसलिए नहीं आया कि ख़िदमत ले बल्कि इसलिए कि ख़िदमत करे और अपनी जान बहुतेरों के बदले फ़िदया में दे।”
Holy-Bible---Urdu---Urdu-Bible	ROM-001-001	रोमियो 1:1	पौलुस की तरफ़ से जो ईसा मसीह का बन्दा है और रसूल होने के लिए बुलाया गया और ख़ुदा की उस ख़ुशख़बरी के लिए अलग किया गया।
Holy-Bible---Urdu---Urdu-Bible	MAT-028-019	मत्ती 28:19	पस तुम जा कर सब क़ौमों को शागिर्द बनाओ और उन को बाप और बेटे और रूह — उल — क़ुद्दूस के नाम से बपतिस्मा दो।
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	JOH-003-016	يۇھاننا 3:16	چۈنكى خۇدا دۇنيادىكى ئىنسانلارنى شۇ قەدەر سۆيىدۇكى، ئۆزىنىڭ بىردىنبىر يېگانە ئوغلىنى پىدا بولۇشقا بەردى. مەقسىتى، ئۇنىڭغا ئېتىقاد قىلغان ھەربىرىنىڭ ھالاك بولماي، مەڭگۈلۈك ھاياتقا ئېرىشىشى ئۈچۈندۇر.
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	GEN-003-024	يارىتىلىش 3:24	ئادەمنى قوغلىۋېتىپ، ھاياتلىق دەرىخىگە بارىدىغان يولنى مۇھاپىزەت قىلىش ئۈچۈن، ئۇ ئېرەم بېغىنىڭ مەشرىق تەرىپىگە كېرۇبلارنى ۋە تۆت تەرەپكە پىرقىرايدىغان يالقۇنلۇق بىر شەمشەرنى قويۇپ قويدى.
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	LUK-023-034	لۇقا 23:34	ئەيسا: ــ ئى ئاتا، ئۇلارنى كەچۈرگىن، چۈنكى ئۇلار ئۆزىنىڭ نېمە قىلىۋاتقانلىقىنى بىلمەيدۇ، ــ دېدى. [لەشكەرلەر] چەك تاشلاپ، ئۇنىڭ كىيىملىرىنى بۆلۈشۈۋالدى.
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	REV-021-002	ۋەھىي 21:2-3	مۇقەددەس شەھەرنىڭ، يەنى خۇدادىن چىققان، خۇددى ئۆز يىگىتىگە توي پەردازلىرىنى قىلىپ ھازىرلانغان قىزدەك يېڭى يېرۇسالېمنىڭ ئەرشتىن چۈشۈۋاتقانلىقنى كۆردۈم. ئەرشتىن يۇقىرى كۆتۈرۈلگەن بىر ئاۋازنىڭ مۇنداق دېگەنلىكىنى ئاڭلىدىم: «مانا، خۇدانىڭ ماكانى ئىنسانلارنىڭ ئارىسىدىدۇر؛ ئۇ ئۇلار بىلەن بىللە ماكانلىشىپ تۇرىدۇ، ئۇلار ئۇنىڭ خەلقى بولىدۇ. خۇدا ئۆزىمۇ ئۇلار بىلەن بىللە تۇرۇپ، ئۇلارنىڭ خۇداسى بولىدۇ.
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	HEB-011-008	ئىبرانىيلارغا 11:8	ئېتىقادى بولغاچقا، خۇدا ئىبراھىمنى ئۇنىڭغا مىراس سۈپىتىدە بەرمەكچى بولغان زېمىنغا بېرىشقا چاقىرغاندا، ئۇ ئىتائەت قىلدى؛ ئۇ قەيەرگە بارىدىغانلىقىنى بىلمەي تۇرۇپ يولغا چىقتى.
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	EXO-013-017	مىسىردىن‭ ‬چىقىش‭ ‬ 13:17	ئەمما پىرەۋن خەلقنى كېتىشكە قويغاندىن كېيىن، فىلىستىيلەرنىڭ زېمىنىدىكى يول يېقىن بولسىمۇ، خۇدا ئۇلارنى شۇ يول بىلەن باشلىمىدى؛ چۈنكى ئۇ: «خەلقىم جەڭگە ئۇچراپ قالسا، قورقۇپ پۇشايمان قىلىپ، مىسىرغا يېنىپ كېتىشى مۇمكىن» دەپ ئويلىغانىدى.
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	MAR-010-045	ماركۇس 10:45	چۈنكى ئىنسانئوغلىمۇ دەرۋەقە شۇ يولدا كۆپچىلىك مېنىڭ خىزمىتىمدە بولسۇن دېمەي، بەلكى كۆپچىلىكنىڭ خىزمىتىدە بولاي ۋە جېنىمنى پىدا قىلىش بەدىلىگە نۇرغۇن ئادەملەرنى ھۆرلۈككە چىقىراي دەپ كەلدى.
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	ROM-001-001	رىملىقلارغا 1:1	روسۇللۇققا تاللاپ چاقىرىلغان، خۇدانىڭ خۇش خەۋىرىنى جاكارلاشقا ئايرىپ تەيىنلەنگەن، مەسىھ ئەيسانىڭ قۇلى بولغان مەنكى پاۋلۇستىن سالام!
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	MAT-028-019	ماتتا 28:19	شۇنىڭ ئۈچۈن، بېرىپ پۈتكۈل ئەللەرنى [ئۆزۈمگە] مۇخلىس قىلىپ يېتىشتۈرۈڭلار، شۇنداقلا ئۇلارنى ئاتا، ئوغۇل ۋە مۇقەددەس روھنىڭ نامىغا تەۋە قىلىپ چۆمۈلدۈرۈپ،
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	JOH-003-016	Юһанна 3:16	Чүнки Худа дуниядики инсанларни шу қәдәр сөйидуки, Өзиниң бирдин-бир йеганә Оғлини пида болушқа бәрди. Мәхсити, униңға етиқат қилған һәр бириниң һалак болмай, мәңгүлүк һаятқа еришиши үчүндур.
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	GEN-003-024	Яритилиш 3:24	Адәмни қоғливетип, һаятлиқ дәриғигә баридиған йолни муһапизәт қилиш үчүн, у Ерәм беғиниң мәшриқ тәрипигә керубларни вә төрт тәрәпкә пирқирайдиған ялқунлуқ бир шәмшәрни қоюп қойди.
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	LUK-023-034	Луқа 23:34	Әйса: — И Ата, уларни кәчүргин, чүнки улар өзиниң немә қиливатқанлиғини билмәйду, — деди. [Ләшкәрләр] чәк ташлап, униң кийимлирини бөлүшүвалди.
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	REV-021-002	Вәһий 21:2-3	Муқәддәс шәһәрниң, йәни Худадин чиққан, худди өз жигитигә той пәрдазлирини қилип һазирланған қиздәк йеңи Йерусалимниң әрштин чүшүватқанлиқни көрдүм. Әрштин жуқури көтирилгән бир авазниң мундақ дегәнлигини аңлидим: «Мана, Худаниң макани инсанларниң арисидидур; У улар билән биллә маканлишип туриду, улар Униң хәлқи болиду. Худа Өзиму улар билән биллә туруп, уларниң Худаси болиду.
