# File Name: SKIPPED.txt
# File Size: 1160274     
# File Date: 03/30/2021 19:33:21
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	017	EST	016	017	Unde eas litteras, quas sub nomine nostro ille direxerat, sciatis esse irritas.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	017	EST	016	018	Pro quo scelere ante portas hujus urbis, id est, Susan, et ipse qui machinatus est, et omnis cognatio ejus pendet in patibulis : non nobis, sed Deo reddente ei quod meruit.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	017	EST	016	019	Hoc autem edictum, quod nunc mittimus, in cunctis urbibus proponatur, ut liceat Judæis uti legibus suis.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	017	EST	016	020	Quibus debetis esse adminiculo, ut eos qui se ad necem eorum paraverant, possint interficere tertiadecima die mensis duodecimi, qui vocatur Adar.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	017	EST	016	021	Hanc enim diem, Deus omnipotens, mœroris et luctus, eis vertit in gaudium.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	017	EST	016	022	Unde et vos inter ceteros festos dies, hanc habetote diem, et celebrate eam cum omni lætitia, ut et in posterum cognoscatur,
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	017	EST	016	023	omnes qui fideliter Persis obediunt, dignam pro fide recipere mercedem ; qui autem insidiantur regno eorum, perire pro scelere.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	017	EST	016	024	Omnis autem provincia et civitas quæ noluerit solemnitatis hujus esse particeps, gladio et igne pereat, et sic deleatur, ut non solum hominibus, sed etiam bestiis invia sit in sempiternum, pro exemplo contemptus et inobedientiæ.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	018	JOB	016	004	Poteram et ego similia vestri loqui,    atque utinam esset anima vestra pro anima mea :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	002	001	Quare fremuerunt gentes,    et populi meditati sunt inania ?
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	003	001	Psalmus David, cum fugeret a facie Absalom filii sui.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	004	001	In finem, in carminibus. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	004	002	Cum invocarem exaudivit me Deus justitiæ meæ,    in tribulatione dilatasti mihi.    Miserere mei, et exaudi orationem meam.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	005	001	In finem, pro ea quæ hæreditatem consequitur. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	006	001	In finem, in carminibus. Psalmus David. Pro octava.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	007	001	Psalmus David, quem cantavit Domino pro verbis Chusi, filii Jemini.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	008	001	In finem, pro torcularibus. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	009	001	In finem, pro occultis filii. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	011	001	In finem. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	012	001	In finem, pro octava. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	018	001	In finem. Puero Domini David, qui locutus est Domino verba cantici hujus, in die qua eripuit eum Dominus de manu omnium inimicorum ejus, et de manu Saul, et dixit :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	019	001	In finem. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	020	001	In finem. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	021	001	In finem. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	022	001	In finem, pro susceptione matutina. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	030	001	Psalmus cantici, in dedicatione domus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	031	001	In finem. Psalmus David, pro extasi.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	034	001	Davidi, cum immutavit vultum suum coram Achimelech, et dimisit eum, et abiit.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	036	001	In finem. Servo Domini ipsi David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	038	001	Psalmus David, in rememorationem de sabbato.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	039	001	In finem, ipsi Idithun. Canticum David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	040	001	In finem. Psalmus ipsi David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	041	001	In finem. Psalmus ipsi David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	042	001	In finem. Intellectus filiis Core.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	045	001	In finem, pro iis qui commutabuntur. Filiis Core, ad intellectum. Canticum pro dilecto.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	046	001	In finem, filiis Core, pro arcanis. Psalmus.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	047	001	In finem, pro filiis Core. Psalmus.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	048	001	Psalmus cantici. Filiis Core, secunda sabbati.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	049	001	In finem, filiis Core. Psalmus.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	051	001	In finem. Psalmus David,
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	051	002	cum venit ad eum Nathan propheta, quando intravit ad Bethsabee.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	052	001	In finem. Intellectus David,
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	052	002	cum venit Doëg Idumæus, et nuntiavit Sauli : Venit David in domum Achimelech.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	053	001	In finem, pro Maëleth intelligentiæ David.      Dixit insipiens in corde suo : Non est Deus.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	054	001	In finem, in carminibus. Intellectus David,
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	054	002	cum venissent Ziphæi, et dixissent ad Saul : Nonne David absconditus est apud nos ?
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	055	001	In finem, in carminibus. Intellectus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	056	001	In finem, pro populo qui a sanctis longe factus est. David in tituli inscriptionem, cum tenuerunt eum Allophyli in Geth.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	057	001	In finem, ne disperdas. David in tituli inscriptionem, cum fugeret a facie Saul in speluncam.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	058	001	In finem, ne disperdas. David in tituli inscriptionem.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	059	001	In finem, ne disperdas. David in tituli inscriptionem, quando misit Saul et custodivit domum ejus ut eum interficeret.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	060	001	In finem, pro his qui immutabuntur, in tituli inscriptionem ipsi David, in doctrinam,
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	060	002	cum succendit Mesopotamiam Syriæ et Sobal, et convertit Joab, et percussit Idumæam in valle Salinarum duodecim millia.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	061	001	In finem. In hymnis David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	062	001	In finem, pro Idithun. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	063	001	Psalmus David, cum esset in deserto Idumææ.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	064	001	In finem. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	065	001	In finem. Psalmus David, canticum Jeremiæ et Ezechielis populo transmigrationis, cum inciperent exire.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	067	001	In finem, in hymnis. Psalmus cantici David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	068	001	In finem. Psalmus cantici ipsi David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	069	001	In finem, pro iis qui commutabuntur. David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	070	001	In finem. Psalmus David in rememorationem, quod salvum fecerit eum Dominus.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	075	001	In finem, ne corrumpas. Psalmus cantici Asaph.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	076	001	In finem, in laudibus. Psalmus Asaph, canticum ad Assyrios.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	077	001	In finem, pro Idithun. Psalmus Asaph.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	080	001	In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	081	001	In finem, pro torcularibus. Psalmus ipsi Asaph.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	083	001	Canticum Psalmi Asaph.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	084	001	In finem, pro torcularibus filiis Core. Psalmus.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	085	001	In finem, filiis Core. Psalmus.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	088	001	Canticum Psalmi, filiis Core, in finem, pro Maheleth ad respondendum. Intellectus Eman Ezrahitæ.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	089	001	Intellectus Ethan Ezrahitæ.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	092	001	Psalmus cantici, in die sabbati.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	102	001	Oratio pauperis, cum anxius fuerit, et in conspectu Domini effuderit precem suam.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	108	001	Canticum Psalmi, ipsi David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	140	001	In finem. Psalmus David.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	142	001	Intellectus David, cum esset in spelunca, oratio.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	024	Et ambulabant in medio flammæ, laudantes Deum, et benedicentes Domino.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	025	Stans autem Azarias oravit sic, aperiensque os suum in medio ignis, ait :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	026	Benedictus es, Domine Deus patrum nostrorum,    et laudabile, et gloriosum nomen tuum in sæcula :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	027	quia justus es in omnibus, quæ fecisti nobis,    et universa opera tua vera, et viæ tuæ rectæ,    et omnia judicia tua vera.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	028	Judicia enim vera fecisti    juxta omnia, quæ induxisti super nos,    et super civitatem sanctam patrum nostrorum Jerusalem :    quia in veritate et in judicio induxisti omnia hæc    propter peccata nostra.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	029	Peccavimus enim, et inique egimus recedentes a te,    et deliquimus in omnibus :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	030	et præcepta tua non audivimus,    nec observavimus,    nec fecimus sicut præceperas nobis    ut bene nobis esset.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	031	Omnia ergo, quæ induxisti super nos,    et universa quæ fecisti nobis,    in vero judicio fecisti ;
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	032	et tradidisti nos in manibus inimicorum nostrorum iniquorum,    et pessimorum, prævaricatorumque,    et regi injusto, et pessimo ultra omnem terram.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	033	Et nunc non possumus aperire os :    confusio, et opprobrium facti sumus servis tuis,    et his qui colunt te.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	034	Ne, quæsumus, tradas nos in perpetuum propter nomen tuum,    et ne dissipes testamentum tuum :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	035	neque auferas misericordiam tuam a nobis,    propter Abraham, dilectum tuum,    et Isaac, servum tuum,    et Israël, sanctum tuum,
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	036	quibus locutus es pollicens quod multiplicares semen eorum    sicut stellas cæli,    et sicut arenam quæ est in littore maris ;
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	037	quia, Domine, imminuti sumus plus quam omnes gentes,    sumusque humiles in universa terra hodie    propter peccata nostra.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	038	Et non est in tempore hoc princeps, et dux, et propheta,    neque holocaustum, neque sacrificium,    neque oblatio, neque incensum,    neque locus primitiarum coram te,
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	039	ut possimus invenire misericordiam tuam,    sed in animo contrito, et spiritu humilitatis suscipiamur.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	040	Sicut in holocausto arietum, et taurorum,    et sicut in millibus agnorum pinguium,    sic fiat sacrificium nostrum in conspectu tuo hodie, ut placeat tibi,    quoniam non est confusio confidentibus in te.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	041	Et nunc sequimur te in toto corde ;    et timemus te, et quærimus faciem tuam.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	042	Nec confundas nos,    sed fac nobiscum juxta mansuetudinem tuam,    et secundum multitudinem misericordiæ tuæ.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	043	Et erue nos in mirabilibus tuis,    et da gloriam nomini tuo, Domine ;
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	044	et confundantur omnes qui ostendunt servis tuis mala :    confundantur in omni potentia tua,    et robur eorum conteratur :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	045	et sciant quia tu es Dominus Deus solus,    et gloriosus super orbem terrarum.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	046	Et non cessabant qui miserant eos ministri regis succendere fornacem, naphtha, et stuppa, et pice, et malleolis,
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	047	et effundebatur flamma super fornacem cubitis quadraginta novem :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	048	et erupit, et incendit quos reperit juxta fornacem de Chaldæis.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	049	Angelus autem Domini descendit cum Azaria, et sociis ejus in fornacem : et excussit flammam ignis de fornace,
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	050	et fecit medium fornacis quasi ventum roris flantem, et non tetigit eos omnino ignis, neque contristavit, nec quidquam molestiæ intulit.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	051	Tunc hi tres quasi ex uno ore laudabant, et glorificabant, et benedicebant Deum in fornace, dicentes :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	052	Benedictus es, Domine Deus patrum nostrorum :    et laudabilis, et gloriosus, et superexaltatus in sæcula.    Et benedictum nomen gloriæ tuæ sanctum :    et laudabile, et superexaltatum in omnibus sæculis.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	053	Benedictus es in templo sancto gloriæ tuæ :    et superlaudabilis, et supergloriosus in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	054	Benedictus es in throno regni tui :    et superlaudabilis, et superexaltatus in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	055	Benedictus es, qui intueris abyssos, et sedes super cherubim :    et laudabilis, et superexaltatus in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	056	Benedictus es in firmamento cæli :    et laudabilis et gloriosus in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	057	Benedicite, omnia opera Domini, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	058	Benedicite, angeli Domini, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	059	Benedicite, cæli, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	060	Benedicite, aquæ omnes, quæ super cælos sunt, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	061	Benedicite, omnes virtutes Domini, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	062	Benedicite, sol et luna, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	063	Benedicite, stellæ cæli, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	064	Benedicite, omnis imber et ros, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	065	Benedicite, omnes spiritus Dei, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	066	Benedicite, ignis et æstus, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	067	Benedicite, frigus et æstus, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	068	Benedicite, rores et pruina, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	069	Benedicite, gelu et frigus, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	070	Benedicite, glacies et nives, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	071	Benedicite, noctes et dies, Domino    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	072	Benedicite, lux et tenebræ, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	073	Benedicite, fulgura et nubes, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	074	Benedicat terra Dominum :    laudet et superexaltet eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	075	Benedicite, montes et colles, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	076	Benedicite, universa germinantia in terra, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	077	Benedicite, fontes, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	078	Benedicite, maria et flumina, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	079	Benedicite, cete, et omnia quæ moventur in aquis, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	080	Benedicite, omnes volucres cæli, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	081	Benedicite, omnes bestiæ et pecora, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	082	Benedicite, filii hominum, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	083	Benedicat Israël Dominum :    laudet et superexaltet eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	084	Benedicite, sacerdotes Domini, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	085	Benedicite, servi Domini, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	086	Benedicite, spiritus et animæ justorum, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	087	Benedicite, sancti et humiles corde, Domino :    laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	088	Benedicite, Anania, Azaria, Misaël, Domino :    laudate et superexaltate eum in sæcula :    quia eruit nos de inferno,    et salvos fecit de manu mortis :    et liberavit nos de medio ardentis flammæ,    et de medio ignis eruit nos.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	089	Confitemini Domino, quoniam bonus :    quoniam in sæculum misericordia ejus.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	003	090	Benedicite, omnes religiosi, Domino Deo deorum :    laudate et confitemini ei, quia in omnia sæcula misericordia ejus.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	001	Et erat vir habitans in Babylone, et nomen ejus Joakim :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	002	et accepit uxorem nomine Susannam, filiam Helciæ, pulchram nimis, et timentem Deum :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	003	parentes enim illius, cum essent justi, erudierunt filiam suam secundum legem Moysi.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	004	Erat autem Joakim dives valde, et erat ei pomarium vicinum domui suæ : et ad ipsum confluebant Judæi, eo quod esset honorabilior omnium.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	005	Et constituti sunt de populo duo senes judices in illo anno, de quibus locutus est Dominus : Quia egressa est iniquitas de Babylone a senioribus judicibus, qui videbantur regere populum.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	006	Isti frequentabant domum Joakim, et veniebant ad eos omnes qui habebant judicia.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	007	Cum autem populus revertisset per meridiem, ingrediebatur Susanna, et deambulabat in pomario viri sui.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	008	Et videbant eam senes quotidie ingredientem et deambulantem, et exarserunt in concupiscentiam ejus :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	009	et everterunt sensum suum, et declinaverunt oculos suos ut non viderent cælum, neque recordarentur judiciorum justorum.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	010	Erant ergo ambo vulnerati amore ejus, nec indicaverunt sibi vicissim dolorem suum :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	011	erubescebant enim indicare sibi concupiscentiam suam, volentes concumbere cum ea.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	012	Et observabant quotidie sollicitius videre eam. Dixitque alter ad alterum :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	013	Eamus domum, quia hora prandii est. Et egressi, recesserunt a se.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	014	Cumque revertissent, venerunt in unum : et sciscitantes ab invicem causam, confessi sunt concupiscentiam suam : et tunc in communi statuerunt tempus quando eam possent invenire solam.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	015	Factum est autem, cum observarent diem aptum, ingressa est aliquando sicut heri et nudiustertius, cum duabus solis puellis, voluitque lavari in pomario : æstus quippe erat :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	016	et non erat ibi quisquam, præter duos senes absconditos, et contemplantes eam.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	017	Dixit ergo puellis : Afferte mihi oleum, et smigmata, et ostia pomarii claudite, ut laver.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	018	Et fecerunt sicut præceperat : clauseruntque ostia pomarii, et egressæ sunt per posticum ut afferrent quæ jusserat ; nesciebantque senes intus esse absconditos.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	019	Cum autem egressæ essent puellæ, surrexerunt duo senes, et accurrerunt ad eam, et dixerunt :
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	020	Ecce ostia pomarii clausa sunt, et nemo nos videt, et nos in concupiscentia tui sumus : quam ob rem assentire nobis, et commiscere nobiscum.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	021	Quod si nolueris, dicemus contra te testimonium, quod fuerit tecum juvenis, et ob hanc causam emiseris puellas a te.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	022	Ingemuit Susanna, et ait : Angustiæ sunt mihi undique : si enim hoc egero, mors mihi est : si autem non egero, non effugiam manus vestras.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	023	Sed melius est mihi absque opere incidere in manus vestras, quam peccare in conspectu Domini.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	024	Et exclamavit voce magna Susanna : exclamaverunt autem et senes adversus eam.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	025	Et cucurrit unus ad ostia pomarii, et aperuit.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	026	Cum ergo audissent clamorem famuli domus in pomario, irruerunt per posticum ut viderent quidnam esset.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	027	Postquam autem senes locuti sunt, erubuerunt servi vehementer, quia numquam dictus fuerat sermo hujuscemodi de Susanna. Et facta est dies crastina.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	028	Cumque venisset populus ad Joakim virum ejus, venerunt et duo presbyteri, pleni iniqua cogitatione adversus Susannam ut interficerent eam.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	029	Et dixerunt coram populo : Mittite ad Susannam filiam Helciæ uxorem Joakim. Et statim miserunt.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	030	Et venit cum parentibus, et filiis, et universis cognatis suis.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	027	DAN	013	031	Porro Susanna erat delicata nimis, et pulchra specie.
