# File Name: Hebrew_Lexicon_Tyndale.txt
# File Size: 1254822     
# File Date: 02/15/2021 14:23:07
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Hebrew Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Abridged BDB by http://onlinebible.net, edited by Tyndale House Cambridge
# Source Definitions Copyright: Larry Pierce, larrypierce@alumni.uwaterloo.ca
# Source Definitions Copyright: Explicit usage permission required to use definition in your application
# Source Definitions Copyright: Larry Pierce granted permission for Nainoia Inc applications on 3/11/2019
#
# COLUMNS
#	STRONGS
#		These Extended Strong Numbers are mapped to BDB (and thereby to other modern lexicons) by OpenScriptures.org.
#		This adds about 800 words which are found in modern lexicons but were not differentiated by Strong.
#		Numbers beyond 9000 include non-lexical prefixes and suffixed. They were created by Tyndale House, Cambridge
#		They are designed to be backward compatible with software that uses Strongs numbers. 
#	WORD
#		Hebrew form	based on BDB, then normalised
#	TRANS
#		Transliteration
#	GLOSS
#		A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH
#		These were created by Tyndale scholars as a simple grammatical value of the main word represented as Language:Type-Gender-Extra. 
#		Language:Type-Gender-Extra.   Language is A=Aramaic, H=Hebrew, G=Greek and n+Name (which is not language specific). 
#		Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative,
#			Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb. 
#		Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
#		Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
#
#		(notes re Morph)
#		Location is only used for places not named after people - eg: Israel = N:N-M-P (for the Person, and nation); Jerusalem = N:N--L; Canaanite is N:N-M-LG; Israelitess is N:N-F-PG
#		Location is a geographical entity such as river, mountain or city eg "Dan", but Gentilic is used for Amon, Syria, Judah, or the tribal area of Dan. The idea is that someone from
#		Dan is probably related to Dan unless he is called a Hittite, but someone from Jerusalem or the city of Dan could be from anywhere even though he is named after the city.
#		So a "Shulemite" (who is prob from Salem ie Shalem aka Jerusalem) is dark-skinned and perhaps not a native from the area.
#		Title is a misc category that incl names of gods, musical term & months and offices such as Pharaoh unless referring to an individual eg Pharaoh Necho who is N:N-M-P
#		When F or M occ with L or T it refers to the gender of that person, not the location, so Jerusalem = N:N--L, Jerusalemites = N:N-G-L, Jerusalemitess = N:N-F-L 
#		When Gentilics related to a person the STEP_LexicalTag points to the Person eg Danites => Dan.  When Gentilics point to a place, the STEP_LexicalTag points to that place,
#		eg Gileadites => Gilead. When there is no numbered tag for the person or place, we probably aren't sure what it is, so the STEP_LexicalTag doesn't have anywhere different to point,
#		eg. Girgashites. Some very common Gentilics (eg Levite) have gained a meaning of their own which may be related to a person but much less so - so the STEP_LexicalTag does not
#		redirect to the entry for that person. 
#		Odd ones: Jew=N:N-G-P, Jewish=N:A, Jewess+Ammonitess=N:N-G-P-F, Canaanite-trader=N:N-G-P / N:N-G-T, Chaldean-magi=N:N-G-L / N:N-G-T,
#			Nephusim=N:N-G-T, Rephaim=N:N-G-P / N:N-G-T, Shulamite+Shunammite+Carmelitess+Jezreelitess=N:N-F-L
#	DEF
#		Definitions are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs. They are for guidence only.
#		Permission should be gained from Online Bible before these are applied in any project.  These defs refer to J. Green's A Concise Lexicon
#		of the Biblical Languages (CLBL) and Harris, Archer, & Waltke's Theological Wordbook of the Old Testament (TWOT),
#		These definitions were edited to align with the augmented Strongs by Tyndale House Cambridge. 
#
STRONGS	WORD	TRANS	GLOSS	MORPH	DEF
H7129	קְרָב	qe.rav	war	A:N-M	war
H7130	קֶ֫רֶב	qe.rev	entrails	H:N-M	midst, among, inner part, middle 1a) inward part 1a1) physical sense 1a2) as seat of thought and emotion 1a3) as faculty of thought and emotion 1b) in the midst, among, from among (of a number of persons) 1c) entrails (of sacrificial animals)
H7131	קָרֵב	qa.rev	approaching	H:A	near, approaching
H7132	קִרְבָה	qe.ra.vah	nearness	H:N-F	an approach, a drawing near
H7133a	קׇרְבָּן	qor.ban	offering	H:N-M	offering, oblation
H7133b	קֻרְבָּן		offering	H:N-M	offering
H7134	קַרְדֹּם	qar.dom	axe	H:N-M	axe
H7135	קָרָה	qa.rah	cold	H:N-F	cold
H7136a	קָרָה	qa.rah	to meet	H:V	to encounter, meet, befall, happen, come to meet 1a) (Qal) 1a1) to encounter, meet 1a2) to befall 1b) (Niphal) 1b1) to encounter, meet (without pre-arrangement) 1b2) to chance to be present 1b3) to come to meet 1c) (Hiphil) to cause to meet, appoint
H7136b	קָרָה	qa.rah	to lay beams	H:V	to build with beams 1a) (Piel) to lay the beams of, furnish with beams
H7137	קָרֶה	qa.reh	accident	H:N-M	chance, accident 1a) of nocturnal pollution requiring temporary exodus from camp
H7138	קָרֹב	qa.rov	near	H:A	near 1a) of place 1b) of time 1c) of personal relationship 1c1) kinship
H7139	קָרַח	qa.rach	to make bald	H:V	to be bald, make bald 1a) (Qal) to make bald, make a baldness 1b) (Niphal) to make oneself bald 1c) (Hiphil) to make oneself bald 1d)(Hophal) to make bald
H7140	קֶ֫רַח	qe.rach	ice	H:N-M	frost, ice, ice crystal 1a) frost (of night) 1b) ice
H7141	קֹ֫רַח	qo.rach	Korah	N:N-M-P	Korah = "bald" 1) son of Izhar, grandson of Kohath, great grandson of Levi and leader of the rebellion of the Israelites against Moses and Aaron while in the wilderness; punished and died by an earthquake and flames of fire 2) the 3rd son of Esau by Aholibamah and one of the dukes of Edom 3) son of Eliphaz by Adah, duke of Edom, and nephew of 1 4) one of the 'sons' of Hebron
H7142	קֵרֵחַ	qe.re.ach	bald	H:A	bald
H7143	קָרֵחַ	qa.re.ach	Kareah	N:N-M-P	Kareah = "bald" father of Johanan and Jonathan who supported Gedaliah's authority and avenged his murder
H7144	קׇרְחָה	qor.chah	bald spot	H:N-F	baldness, bald
H7145	קׇרְחִי	qor.chi	Korahite	N:N--PG	Korahite = "one of Korah" descendants of Korah the son of Levi
H7146	קָרַ֫חַת	qa.ra.chat	baldness	H:N-F	baldness of head, back baldness, bald spot
H7147	קְרִי	qe.ri	hostility	H:N-M	opposition, contrariness, encounter, contrary or hostile encounter
H7148	קָרִיא	qa.ri	chosen	H:A	called, summoned, called one
H7149	קִרְיָה	qir.ya	town	A:N-F	city
H7150	קְרִיאָה	qe.ri.ah	proclamation	H:N-F	proclamation, preaching
H7151	קִרְיָה	qir.yah	town	H:N-F	city, town 1a) in general 1b) in specific 1c) collective 1d) indefinite
H7152	קְרִיּוֹת	qe.riy.yot	Kerioth	N:N--L	Kerioth = "cities" 1) a town in the southern district of Judah 2) a city in Moab
H7153	קִרְיַת אַרְבַּע	qir.yat ar.ba	Kiriath-arba	N:N--L	Kirjath-arba = "city of Arba" early name of the city which after the conquest was called 'Hebron'
H7154	קִרְיַת בַּעַל	qir.yat ba.al	Kiriath-baal	N:N--L	Kirjath-baal = "city of Baal" a city on the northern boundary of Judah and on the western and southern boundaries of Benjamin 1a) also 'Kirjath-jearim' and 'Baalah'
H7155	קִרְיַת חֻצוֹת	qir.yat chu.tsot	Kiriath-huzoth	N:N--L	Kirjath-huzoth = "city of streets" a city in Moab
H7156	קִרְיָתַ֫יִם	qir.ya.ta.yim	Kiriathaim	N:N--L	Kiriathaim = "two cities" 1) a city east of the Jordan in Moab 2) a town in Naphtali allotted to the Gershonite Levites
H7157	קִרְיַת יְעָרִים	qir.yat ye.a.rim	Kiriath-jearim	N:N--L	Kirjath-jearim = "city of forests" a city on the northern boundary of Judah and on the western and southern boundaries of Benjamin 1a) also 'Kirjath-baal' and 'Baalah'
H7158	קִרְיַת־סֵ֫פֶר	qir.yat san.nah	Kirjath-sepher	N:N--L	Kirjath-sepher or Kirjath-sannah = "city of the book" a town in the mountains of Judah to the west of Hebron
H7159	קָרַם	qa.ram	to cover	H:V	to spread or lay something over, cover, spread over 1a) (Qal) to be spread over
H7160	קָרַן	qa.ran	to shine	H:V	to shine 1a) (Qal) to send out rays 1b) (Hiphil) to display or grow horns, be horned
H7161a	קֶ֫רֶן	qe.ren	horn	H:N-F	horn 1a) horn 1b) of strength (fig) 1c) flask (container for oil) 1d) horn (as musical instrument) 1e) horn (of horn-like projections on the altar) 1f) of rays of light 1g) hill
H7161b	קַרְנַ֫יִם		Karnaim	N:N--L	(BDB) Karnaim, a place conquered by Israel probably in Bashan
H7162	קֶ֫רֶן	qe.ren	horn	A:N-F	horn 1a) as musical instrument 1b) symbolic (in visions) 1c) of an animal
H7163	קֶרֶן הַפּוּךְ	qe.ren hap.pukh	Keren-happuch	N:N-F-P	Keren-happuch = "horn of antimony" one of the daughters of Job born after his trial
H7164	קָרַס	qa.ras	to stoop	H:V	(Qal) to bend down, stoop, crouch
H7165	קֶ֫רֶס	qe.res	clasp	H:N-M	hook
H7166	קַרְסֹל	qar.sol	ankle	H:N-F	ankle
H7167	קָרַע	qa.ra	to tear	H:V	to tear, tear in pieces 1a) (Qal) 1a1) to tear, rend 1a2) to tear away or out 1a3) to tear, rend asunder 1a3a) to make wide or large (of eyes) 1a3b) to rend open (of heavens) 1a4) to tear, rend (of wild beasts) 1b) (Niphal) to be rent, be split asunder
H7168	קֶ֫רַע	qe.ra	rags	H:N-M	rag, torn pieces of garment or fabric
H7169	קָרַץ	qa.rats	to wink	H:V	to narrow, form, nip, pinch, squeeze, wink, purse 1a) (Qal) to pinch 1b) (Pual) to be nipped or pinched off, be formed
H7170	קְרַץ	qe.rats	charges	A:N-M	piece 1a) denounce, aslander, accuse maliciously, chew on (idiom)
H7171	קֶ֫רֶץ	qe.rets	stinging fly	H:N-M	nipping, nipper, stinger 1a) nipping or stinging insect, gadfly
H7172	קַרְקַע	qar.qa	floor	H:N-M	floor, bottom
H7173	קַרְקַע	qar.qa	Karka	N:N--L	Karkaa = "floor" a landmark on the southern boundary of Judah 1a) site unknown
H7174	קַרְקֹר	qar.qor	Karkor	N:N--L	Karkor = "foundation" a place east of the Jordan in Gilead where Zebah and Zalmunna were again routed by Gideon
H7175	קֶ֫רֶשׁ	qe.resh	board	H:N-M	board, boards, plank 1a) board 1b) boards
H7176	קֶ֫רֶת	qe.ret	town	H:N-F	city, town
H7177	קַרְתָּה	qar.tah	Kartah	N:N--L	Kartah = "city" a town in Zebulun allotted to the Merarite Levites
H7178	קַרְתָּן	qar.tan	Kartan	N:N--L	Kartan = "two cities" a town in Naphtali allotted to the Gershonite Levites 1a) also 'Kirjathaim'
H7179	קַשׁ	qash	stubble	H:N-M	stubble, chaff
H7180	קִשֻּׁאָה	qish.shu	cucumber	H:N-F	cucumber
H7181	קָשַׁב	qa.shav	to listen	H:V	to hear, be attentive, heed, incline (of ears), attend (of ears), hearken, pay attention, listen 1a) (Qal) incline, attend (of ears), hearken, pay attention, listen 1b) (Hiphil) to pay attention, give attention
H7182	קֶ֫שֶׁב	qe.shev	attentiveness	H:N-M	attentiveness, attention
H7183a	קַשָּׁב	qash.shav	attentive	H:A	attentive
H7183b	קַשֻּׁב		attentive	H:A	attentive
H7184	קַשְׂוָה	qa.sah	jug	H:N-F	a kind of jug, jar
H7185	קָשָׁה	qa.shah	to harden	H:V	to be hard, be severe, be fierce, be harsh 1a) (Qal) 1a1) to be hard, be difficult 1a2) to be hard, be severe 1b) (Niphal) 1b1) to be ill-treated 1b2) to be hard pressed 1c) (Piel) to have severe labour (of women) 1d) (Hiphil) 1d1) to make difficult, make difficulty 1d2) to make severe, make burdensome 1d3) to make hard, make stiff, make stubborn 1d3a) of obstinacy (fig) 1d4) to show stubbornness
H7186	קָשֶׁה	qa.sheh	severe	H:A	hard, cruel, severe, obstinate 1a) hard, difficult 1b) severe 1c) fierce, intense, vehement 1d) stubborn, stiff of neck, stiff-necked 1e) rigorous (of battle)
H7187	קְשֹׁט	qe.shot	truth	A:N-M	truth
H7188	קָשַׁח	qa.shach	to harden	H:V	to make hard, treat hardly, treat severely 1a) (Hiphil) 1a1) to make hard, make stubborn 1a2) to treat hardly, treat roughly
H7189a	קֹ֫שֶׁט	qo.shet	bow	H:N-M	bow
H7189b	קֹשְׁטְ		truth	H:N-M	truth, balanced verity
H7190	קְשִׁי	qe.shi	stubbornness	H:N-M	stubbornness, obstinacy
H7191	קִשְׁיוֹן	qish.yon	Kishion	N:N--L	Kishion = "hard" a town on the boundary of Issachar allotted to the Gershonite Levites
H7192	קְשִׂיטָה	qe.si.tah	coin	H:N-F	a unit of unknown value 1a) perhaps weight, money
H7193	קַשְׂקֶ֫שֶׂת	qas.qe.set	scale	H:N-F	scale (of fish, water animals)
H7194	קָשַׁר	qa.shar	to conspire	H:V	to bind, tie, bind together, league together, conspire 1a) (Qal) 1a1) to bind, confine 1a2) to league together, conspire 1b) (Niphal) to be bound, be bound up 1c) (Piel) 1c1) to bind on 1c2) to bind fast 1c3) to bind, tie 1c4) to bind to oneself 1d) (Pual) robust, vigorous (participle) 1e) (Hithpael) to conspire
H7195	קֶ֫שֶׁר	qe.sher	conspiracy	H:N-M	conspiracy, treason, (unlawful) alliance
H7196	קִשֻּׁרִים	qish.shur	sash	H:N-M	bands, sashes, headbands 1a) ornaments that are bound on
H7197a	קָשַׁשׁ	qa.shash	to gather	H:V	to gather, collect, gather stubble or sticks
H7197b	קָשַׁשׁ	qa.shash	to assemble	H:V	to gather, assemble 1a) (Qal) to gather together 1b) (Hithpoel) to gather oneself together
H7198	קֶ֫שֶׁת	qe.shet	bow	H:N-F	bow 1a) bow (for hunting, battle) 1b) bowmen, s 1c) bow (fig. of might) 1d) rainbow
H7199	קַשָּׁת	qash.shat	bowman	H:N-M	bowman,
H7200	רָאָה	ra.ah	to see	H:V	to see, look at, inspect, perceive, consider 1a) (Qal) 1a1) to see 1a2) to see, perceive 1a3) to see, have vision 1a4) to look at, see, regard, look after, see after, learn about, observe, watch, look upon, look out, find out 1a5) to see, observe, consider, look at, give attention to, discern, distinguish 1a6) to look at, gaze at 1b) (Niphal) 1b1) to appear, present oneself 1b2) to be seen 1b3) to be visible 1c) (Pual) to be seen 1d) (Hiphil) 1d1) to cause to see, show 1d2) to cause to look intently at, behold, cause to gaze at 1e) (Hophal) 1e1) to be caused to see, be shown 1e2) to be exhibited to 1f) (Hithpael) to look at each other, face
H7201	רָאָה	ra.ah	glede	H:N-F	bird of prey 1a) perhaps kite or hawk
H7202	רָאֶה	ra.eh	to see	H:V	(Qal) seeing
H7203a	רֹאֶה	ro.eh	seer	H:N-M	seer, prophet
H7203b	רֹאֶה	ro.eh	vision	H:N-M	(prophetic) vision
H7204	רֹאֶה	ro.eh	Haroeh	N:N-M-P	Haroeh = "vision" a man of Judah
H7205	רְאוּבֵן	re.u.ven	Reuben	N:N-M-P	Reuben = "behold a son" 1) the eldest son of Jacob by Leah 2) the tribe descended from Reuben 3) the territory inhabited by the tribe of Reuben
H7206	רְאוּבֵנִי	re.u.ve.ni	Reubenite	N:N--PG	Reubenite = see Reuben "behold a son" a descendant of Reuben the son of Jacob
H7207	רַאיָּה	ra.a.vah	to behold	H:V	to behold
H7208	רְאוּמָה	re.u.mah	Reumah	N:N-F-P	Reumah = "elevated" the concubine of Nahor, the brother of Abraham
H7209	רְאִי	re.i	mirror	H:N-M	mirror
H7210	רֳאִי	ro.i	sight	H:N-M	looking, appearance, seeing, sight 1a) seeing 1b) appearance 1c) sight, spectacle
H7211	רְאָיָה	re.a.yah	Reaiah	N:N-M-P	Reaia or Reaiah = "Jehovah has seen" 1) a descendant of Shobal the son of Judah 2) a Reubenite, son of Micah and father of Baal 3) a progenitor of a family of temple slaves who returned from exile with Zerubbabel
H7212	רְאוּת	re.ut	sight	H:N	(Qal) look
H7213	רָאַם	ra.am	to rise	H:V	(Qal) to rise
H7214	רְאֵם	re.em	wild ox	H:N-M	probably the great aurochs or wild bulls which are now extinct. The exact meaning is not known.
H7215	רָאמוֹת	ra.mah	coral	H:N-F	corals
H7216	רָאמוֹת	ra.mot	Ramoth	N:N--L	Ramoth = "heights" 1) a place in Gilead; site dubious 2) a Levitical city in Issachar
H7217	רֵאשׁ	resh	head	A:N-M	chief, head 1a) head (of man) 1b) head (as seat of visions) 1c) chief 1d) sum (essential content)
H7218a	רֹאשׁ	rosh	head	H:N-M	head, top, summit, upper part, chief, total, sum, height, front, beginning 1a) head (of man, animals) 1b) top, tip (of mountain) 1c) height (of stars) 1d) chief, head (of man, city, nation, place, family, priest) 1e) head, front, beginning 1f) chief, choicest, best 1g) head, division, company, band 1h) sum
H7218b	רֹאשׁ	rosh	leader	H:N-M/N:N--T	head, chief
H7219	רֹאשׁ	rosh	poison	H:N-M	gall, venom, bitter, poisonous
H7220	רֹאשׁ	rosh	Rosh	N:N-M-P	Rosh = "head" n pr m a son of Benjamin
H7221	רִאשָׁה	ri.shah	beginning	H:N-F	beginning time, early time
H7222	רֹאשָׁה	ro.shah	top	H:N-F	top, topmost
H7223	רִאשׁוֹן	ri.shon	first	H:A	adj 1) first, primary, former 1a) former (of time) 1a1) ancestors 1a2) former things 1b) foremost (of location) 1c) first (in time) 1d) first, chief (in degree) adv 2) first, before, formerly, at first
H7224	רִאשֹׁנִי	ri.sho.ni	first	H:A	first
H7225	רֵאשִׁית	re.shit	first	H:N-F	first, beginning, best, chief 1a) beginning 1b) first 1c) chief 1d) choice part
H7226	רַאֲשֹׁת	ra.a.shot	head-place	H:N-F	head place, place at the head
H7227a	רַב	rav	many	H:A	adj much, many, great 1a) much 1b) many 1c) abounding in 1d) more numerous than 1e) abundant, enough 1f) great 1g) strong 1h) greater than adv 1i) much, exceedingly
H7227b	רַב	rav	chief	H:N-M	captain, chief
H7228	רַב	rav		H:N-M	
H7229	רַב	rav	great	A:A	adj 1) great 1a) great 1b) great (fig of power) n 2) captain, chief
H7230	רֹב	rov	abundance	H:N-M	multitude, abundance, greatness 1a) multitude 1a1) abundance, abundantly 1a2) numerous 1b) greatness
H7231	רָבַב	ra.vav	to multiply	H:V	1) to be or become many, be or become much, be or become great 1a)(Qal) 1a1) to be or become many 1a2) to be or become great 1a3) to be long (of journey) 2) (Pual) ten thousands
H7232	רָבַב	ra.vav	to multiply ten thousand	H:V	(Qal) to shoot
H7233	רְבָבָה	re.va.vah	myriad	H:N-F	multitude, myriad, ten thousand
H7234	רָבַד	ra.vad	to spread	H:V	(Qal) to spread, bespread, deck
H7235a	רָבָה	ra.vah	to multiply	H:V	be or become great, be or become many, be or become much, be or become numerous 1a) (Qal) 1a1) to become many, become numerous, multiply (of people, animals, things) 1a2) to be or grow great 1b) (Piel) to make large, enlarge, increase, become many 1c) (Hiphil) 1c1) to make much, make many, have many 1c1a) to multiply, increase 1c1b) to make much to do, do much in respect of, transgress greatly 1c1c) to increase greatly or exceedingly 1c2) to make great, enlarge, do much
H7235b	רָבָה	ra.vah	to shoot	H:V	(Qal) to shoot
H7236	רְבָה	re.vah	to grow great	A:V	to grow great 1a) (P'al) to grow long, grow tall and large, grow great, increase 1b) (Pael) to make great
H7237	רַבָּה	rab.bah	Rabbah	N:N--L	Rabbath = "great" 1) the capital city of the Ammonites located east of the Jordan 2) a town in Judah; site uncertain
H7238	רְבוּ	re.vu	greatness	A:N-F	greatness
H7239	רִבּוֹ	rib.bo	ten thousand	H:N-F	ten thousand, myriad
H7240	רִבּוֹ	rib.bo	myriad	A:N-F	myriad, ten thousand times ten thousand
H7241	רְבִיבִים	ra.viv	shower	H:N-M	copious showers, heavy showers 1a) as bringing fertility 1b) of prophetic influence (fig)
H7242	רָבִיד	ra.vid	necklace	H:N-M	chain (ornament for neck-necklace)
H7243	רְבִיעִי	re.vi.i	fourth	H:A	fourth 1a) fourth 1b) four square 1c) fourth part
H7244	רְבִיעִי	re.vi.ay	fourth	A:A	fourth
H7245	רַבִּית	rab.bit	Rabbith	N:N--L	Rabbith = "multitude" a town in Issachar
H7246	רָבַךְ	ra.vakh	to stir	H:V	to mix, stir 1a) (Hophal) to be mixed
H7247	רִבְלָה	riv.lah	Riblah	N:N--L	Riblah = "fertility" 1) a place on the eastern boundary of Israel 2) a town in the land of Hamath on the great road between Babylon and Palestine
H7248	רַב־מָג	rav-mag	Rag-mag	N:N-M-P	soothsayer, magician, chief soothsayer 1a) Rab-mag, chief soothsayer, or chief of princes, an official of Babylonia
H7249	רַב־סָרִיס	rav-sa.ris	Rab-Saris	N:N-M-P	chief eunuch 1a) Rab-saris, chief eunuch, a high ranking Babylonian official
H7250	רָבַע	ra.va	to mate	H:V	to lie stretched out, lie down 1a) (Qal) 1a1) to lie down 1a1a) for repose 1a1b) for copulation (of woman with beast) 1b) (Hiphil) to cause to lay down (of cattle breeding)
H7251	רָבַע	ra.va	to square	H:V	to square, be squared 1a) (Qal) square (participle) 1b) (Pual) square (participle)
H7252	רֶבַע	re.va	to lie down	H:V	to lie down, lie stretched out 1a) (Qal) lying down (infinitive)
H7253	רֶ֫בַע	re.va	fourth	H:N-M	fourth part, four sides 1a) fourth part 1b) four sides
H7254	רֶ֫בַע	re.va	Reba	N:N-M-P	Reba = "four" one of the 5 kings of Midian slain by the Israelites when Balaam fell
H7255	רֹ֫בַע	ro.va	fourth	H:N-M	fourth part
H7256	רִבֵּעַ	rib.be.a	fourth	H:A	pertaining to the fourth
H7257	רָבַץ	ra.vats	to stretch	H:V	to stretch oneself out, lie down, lie stretched out 1a) (Qal) to lie down, lie 1b)(Hiphil) to cause to lie down 1b1) laying (stones)
H7258	רֵ֫בֶץ	re.vets	rest	H:N-M	resting or dwelling place, place of lying down
H7259	רִבְקָה	riv.qah	Rebekah	N:N-F-P	Rebekah = "ensnarer" daughter of Bethuel, sister of Laban, wife of Isaac, and mother of Esau and Jacob
H7260	רַבְרַב	rav.rav	great	A:A	adj 1) great 1a) great 1b) great (fig. of power) n 2) captain, chief
H7261	רַבְרְבָן	rav.re.van	noble	A:N-M	lord, noble
H7262	רַבְשָׁקֵה	rav.sha.qeh	Rabshakeh	N:N-M-P	chief cupbearer, chief of the officers? 1a) Rabshakeh
H7263	רֶ֫גֶב	re.gev	clod	H:N-M	clod (of earth)
H7264	רָגַז	ra.gaz	to tremble	H:V	tremble, quake, rage, quiver, be agitated, be excited, be perturbed 1a)(Qal) to quake, be disquieted, be excited, be perturbed 1b) (Hiphil) to cause to quake, disquiet, enrage, disturb 1c) (Hithpael) to excite oneself
H7265	רְגַז	re.gaz	to enrage	A:V	(Aphel) to rage, enrage
H7266	רְגַז	re.gaz	rage	A:N-M	rage
H7267	רֹ֫גֶז	ro.gez	turmoil	H:N-M	agitation, excitement, raging, trouble, turmoil, trembling 1a) turmoil, disquiet, raging 1b) trembling, trepidation
H7268	רַגָּז	rag.gaz	quivering	H:A	trembling, quivering, quaking
H7269	רׇגְזָה	rog.zah	quivering	H:N-F	trembling, quivering, quaking
H7270	רָגַל	ra.gal	to spy	H:V	to go on foot, spy out, foot it, go about, walk along, move the feet 1a) (Qal) to be a tale-bearer, slander, go about 1b) (Piel) 1b1) to slander 1b2) to go about as explorer, spy 1c) (Tiphel) to teach to walk
H7271	רְגַל	re.gal	foot	A:N-F	foot
H7272	רֶ֫גֶל	re.gel	foot	H:N-F	foot 1a) foot, leg 1b) of God (anthropomorphic) 1c) of seraphim, cherubim, idols, animals, table 1d) according to the pace of (with prep) 1e) three times (feet, paces)
H7273	רַגְלִי	rag.li	on foot	H:A	on foot 1a) man on foot, footman, foot soldier
H7274	רֹגְלִים	ro.ge.lim	Rogelim	N:N--L	Rogelim = "place of fullers" a place in the highlands east of the Jordan
H7275	רָגַם	ra.gam	to stone	H:V	to stone, slay or kill by stoning 1a) (Qal) to stone
H7276	רֶ֫גֶם	re.gem	Regem	N:N-M-P	Regem = "friend" son of Jahdai and descendant of Caleb
H7277	רִגְמָה	rig.mah	crowd	H:N-F	heap (of stones) 1a) of crowd (fig)
H7278	רֶ֫גֶם מֶ֫לֶךְ	re.gem me.lekh	Regem-melech	N:N-M-P	Regem-melech = "king's heap" a man sent by some of the captivity to make enquiries at the temple concerning fasting
H7279	רָגַן	ra.gan	to grumble	H:V	to murmur, whisper 1a) (Qal) murmurer (participle) 1b) (Niphal) 1b1) to murmur 1b2) backbiter (participle)
H7280a	רָגַע	ra.ga	to disturb	H:V	to act in an instant, stir up, disturb 1a) (Qal) to stir up, disturb 1b) (Hiphil) to make a twinkling
H7280b	רָגַע	ra.ga	to rest	H:V	to rest or repose, be at rest or repose, settle, quiet, give rest 1a) (Niphal) 1a1) to cause to rest (of sword, of the sea) 1a2) to wink (with prep) 1b) (Hiphil) 1b1) to give rest to 1b2) to rest, repose
H7280c	רָגַע	ra.ga	to harden	H:V	to harden
H7281	רֶ֫גַע	re.ga	moment	H:N-M	1) a moment adv 2) for a moment, at one moment.at another moment with prep 3) in a moment
H7282	רָגֵעַ	ra.ge.a	restful	H:A	restful, quiet
H7283	רָגַשׁ	ra.gash	to throng	H:V	1) (Qal) to be in a tumult or commotion 2) (TWOT) to conspire, plot
H7284	רְגַשׁ	re.gash	to throng	A:V	to be in tumult 1a) (Aphel) to gather in a tumultuous throng, show tumultuousness, come thronging
H7285a	רֶ֫גֶשׁ	re.gesh	throng	H:N-M	throng, in company
H7285b	רִגְשָׁה		scheming	H:N-F	scheming
H7286	רָדַד	ra.dad	to subdue	H:V	to beat down, beat out, subdue 1a) (Qal) to beat down (fig) 1b) (Hiphil) to beat out
H7287a	רָדָה	ra.dah	to rule	H:V	to rule, have dominion, dominate, tread down 1a) (Qal) to have dominion, rule, subjugate 1b) (Hiphil) to cause to dominate
H7287b	רָדָה	ra.dah	to scrape	H:V	to scrape out 1a) (Qal) to scrape, scrape out
H7288	רַדַּי	rad.day	Raddai	N:N-M-P	Raddai = "trampling" the 5th son of Jesse and brother of David
H7289	רְדִיד	ra.did	veil	H:N-M	something spread, wide wrapper or large veil
H7290	רָדַם	ra.dam	to sleep	H:V	(Niphal) to be asleep, be unconscious, be in heavy sleep, fall into heavy sleep, be fast asleep
H7291	רָדַף	ra.daph	to pursue	H:V	to be behind, follow after, pursue, persecute, run after 1a) (Qal) 1a1) to pursue, put to flight, chase, dog, attend closely upon 1a2) to persecute, harass (fig) 1a3) to follow after, aim to secure (fig) 1a4) to run after (a bribe) (fig) 1b) (Niphal) 1b1) to be pursued 1b2) one pursued (participle) 1c) (Piel) to pursue ardently, aim eagerly to secure, pursue 1d) (Pual) to be pursued, be chased away 1e) (Hiphil) to pursue, chase
H7292	רָהַב	ra.hav	to be assertive	H:V	to behave proudly, act stormily or boisterously or arrogantly 1a) (Qal) to act insolently, storm against, beset, importune 1b) (Hiphil) to disturb, alarm, awe, confuse, make bold or proud
H7293	רַ֫הַב	ra.hav	RahabEgypt	N:N--L	pride, blusterer 1a) storm, arrogance (but only as names); emblematic name of Egypt
H7294	רַ֫הַב	ra.hav	pride/Rahab monster	N:N-M-T	Rahab = "breadth" mythical sea monster
H7295	רָהָב	ra.hav	proud	H:A	proud, defiant
