# File Name: Greek_Lexicon_Tyndale.txt
# File Size: 2820042     
# File Date: 02/20/2021 19:26:27
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Greek Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Uses Abbot-Smith or Middle Liddel or Mounce's Teknia when entries are missing. 
# Source Definitions: (AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
# Source Definitions: (ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
# Source Definitions: (MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) - used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
# COLUMNS
#	STRONGS
#		Strong's number with extensions
#		G0001  - G5624,  Strongs numbers from original set made by Strong for Greek behind the KJV  
#		G3203  - G3302,  Not used for some reason
#		G5627  - G5799,  Greek morphology codes  (these numbers aren't used in this lexicon) 
#		G5800  - G5893,  Greek Synonyms - see http://studybible.info/strongs/G5800  (these numbers aren't used in this lexicon) 
#		G6000  - G6090,  Extra Strongs Numbers in NASB mainly for variants not known to Strong. (they remain the same so it is backward-compatible with NASB) 
#		G6100  - G9979,  Extra Greek from Apostolic Bible Project mainly for LXX words not found in NT (including Greek names that don't occur in the Hebrew) 
#		G6091  - G6099,  G9980 - G9999, Extra Greek for variants which are not included in NASB or Apostolic Bible  
#		G10000 - G19999, Greek equivalent of Strongs Hebrew numbers for names and transliterated words eg  Abagtha (H0005) = G10005. When there is a NT equivalent, this is the STEP_LexicalTag
#		G20000 - G20199, Words where  the Full LSJ entry refers to the LXX, but they are not referred to in the AB tagging because they only occur in non-Protestant canons or in MSS other than Vaticanus (used by AB)
#	WORD
#		Greek word in unicode lexical form. Based on LSJ but conforming to BADG when the difference may be confusing.
#	TRANS
#		Transliteration
#	GLOSS
#		A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH
#		Simple gramatical value of the main word represented as Language:Type-Gender-Extra
#		Language is A=Aramaic, H=Hebrew, G=Greek and N=Name (which is not language specific).
#		Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative,
#			Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb.
#		Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
#		Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
#	DEF
#		Definition, lexical entry.
#		The Brief lexicon uses Abbot-Smith or MiddleLiddel or Mounce's Teknia when entries are missing.
#		(AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
#		(ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
#		(MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) -  used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
STRONGS	WORD	TRANS	GLOSS	MORPH	DEF
G8660	παρόργισμα	parorgisma	provocation		provocation to anger (MT)
G8661	παρωμίς	parōmis	a shoulder strap		a shoulder strap (MT)
G8662	πάσσαλος	passalos	a peg		1. a peg on which to hang clothes, arms, etc, etc; ἀπὸ πασσαλόφι ζυγὸν ᾕρεον; ἀπὸ πασσάλου αἴνυτο τόξον; ἐκ πασσαλόφι κρέμασεν φόρμιγγα 2. a gag, (ML)
G8663	πάσσω	passō	to strew		1. to sprinkle, φάρμακα πάσσων laying salves upon a wound;with genitive partitive, πάσσε ἁλός sprinkle some salt, 2. to besprinkle, χρυσῶι, ῥόδοις π. τινά 3. metaphorically to embroider, broider; π. ἀέθλους to work battles in embroidery, (ML)
G8664	παστός	pastos	nuptial chamber		nuptial chamber (MT)
G8665	παστοφόριον	pastophorion	a chamber		a chamber (MT)
G8666	πάτημα	patēma	trampled		trampled (MT)
G8667	πατητός	patētos	trampled		trampled (MT)
G8668	πατράδελφος	patradelphos	an uncle		an uncle (MT)
G8669	πάτραρχος	patrarchos	a patriarchal idol		a patriarchal idol (MT)
G8670	πάτριος	patrios	of a father		1. of or belonging to one's father, Lat. patrius, etc. 2. = πατρικός, derived from one's fathers, hereditary, οἱπ. θεοί, etc; τὰ πάτρια, Lat. instituta majorum, κατὰ τὰ πάτρια, etc; rarely in singular, τὸ πάτριον παρείς neglecting the rule of our fathers, Cf. πατρῷος. (ML)
G8671	παῦσις	pausis	cessation		cessation (MT)
G8672	πάχνη	pachnē	frost		hoar-frost, rime, Lat. pruina: metaphorically, κουροβόρος π. the clotted blood of the eaten children, (ML)
G8673	πάχος	pachos	thickness		1. thickness; absolute, πάχος in thickness, 2. π. σαρκός stoutness, (ML)
G8674	παχύς	pachus	robust		1. thick, stout; later, stout, fat, 2. of things, thick, massive; adverb -έως, roughly, of stating or arguing; παχύτερον or -έρως, 3. of liquids, thick, curdled, clotted, 4. οἱ παχέες the men of substance, the wealthy class; τοὺς παχεῖς καὶ πλουσίους 5. in [variant dates Comica Adespota and Prose, thick-witted, gross, dull, stupid, like Lat. pinguis, crassus, [variant dates Comica Adespota 6. comparative παχύτερος, sup. -ύτατος;irregular comparative πάσσων, ον;Sup. πάχιστος, (ML)
G8675	πεδάω	pedaō	to shackle		1. to bind with fetters, to bind fast, make fast, 2. to shackle, trammel, constrain; with infinitive to constrain one to do a thing, (ML)
G8676	πεδίον	pedion	a plain		a plain or flat, and collectively a plain flat open country, etc. (ML)
G8677	πεζός	pezos	a footman		1. on foot, πεζοί fighters on foot, opp. to horsemen;also on land, going by land, opp. to sea-faring;so, ὁ πεζὸς στρατός, or ὁ πεζός alone, sometimes foot-soldiery, infantry, opp. to cavalry ἡ ἵππος); 2. ὁ πεζός, also, a land-force or army, opp. to a naval force; so, τὸ πεζόν; στρατιὰ καὶ ναυτικὴ καὶ πεζή; τὰ πεζὰ κράτιστοι strongest by land, 3. of animals, land, as opp. to birds and fishes, τὰ π. καὶ τὰ πτηνά beasts and birds, 4. metaphorically of language, not rising above the ground, prosaic, 5. dative feminine πεζῇ (entry ὁδῷ); as adverb, on foot, 6. by land, (ML)
G8678	πειρατεύω	peirateuō	to maraud		to maraud (MT)
G8679	πειρατήριον	peiratērion	a band of marauders		1. φόνια πειρατήρια the murderous ordeal, 2. a pirate's nest, from πειρα_τής (ML)
G8680	πειρατής	peiratēs	a marauder		a pirate, Lat. pirata, i. e. one who attacks ships, (ML)
G8681	πέλας	pelas	a one near		1. near, hard by, close, with genitive, [, variant dates Tragica Adespota 2. like ἐγγύς, with dative, 3. absolute, χριμφθεὶς πέλας; π. στείχειν, παρεῖναι, στῆναι [variant dates Tragica Adespota 4. οἱ πέλας (i.e. ὄντες); one's neighbours, etc: hence one's fellow-creatures, all men, [, variant dates Tragica Adespota: in singular, ὁ πέλας one's neighbour, any man, (ML)
G8682	πελεκάν	pelekan	pelican		pelican (MT)
G8683	πελεκάω	pelekaō	to hew		to hew or shape with an axe, Lat. dolare, (in epic aor1 πελέκκησε), (ML)
G8684	πελεκητός	pelekētos	hewn		hewn
G8685	πέλεκυς	pelekus	a hewing axe		1. an axe for felling trees, with two edges, opp. to the ἡμιπέλεκκον, 2. a sacrificial axe;That it was not, properly, a battle axe appears from the phrase, οὐ δόρασι μάχεσθαι, ἀλλὰ καὶ πελέκεσι to fight not with spears only, but with common axes, i. e. to the last, 3. in Char, πέλεκυς as a child's nickname seems to mean a sharp blade. (ML)
G8686	πελιδνός	pelidnos	dark colored		dark colored (MT)
G8687	πελιόομαι	pelioomai	be darkened		be darkened (MT)
G8688	πελταστής	peltastēs	armed with a small shield		one who bears a light shield πέλτη); instead of the heavy ὅπλον, a targeteer, Lat. cetratus, etc. The peltasts held a place between the ὁπλῖται and ψιλοί. (ML)
G8689	πέλτη	peltē	a small shield		1. a small light shield of leather without a rim ἴτυς); a target, Lat. cetra, originally used by the Thracians, etc. 2. a body of πελτασταί, 3. a horse's ornament, 4. = παλτόν, a shaft, pole, (ML)
G8690	πέλυξ	pelux	a hewing axe		a kind of axe, (ML)
G8691	πέμμα	pemma	a cake		any kind of dressed food; but mostly in plural, pastry, cakes, sweetmeats, (ML)
G8692	πενθικός	penthikos	mournful		of or for mourning, mournful; adverb, πενθικῶς ἔχειν τινός to be in mourning for a person, (ML)
G8693	πενία	penia	poverty		poverty (MT)
G8694	πένομαι	penomai	be in need		1. Dep, used in present and imperfect: 2. intransitive to work for one's daily bread; generally, to toil, work, labour, 3. to be poor or needy, Solon, etc. 4. with genitive to be poor in, have need of, 5. transitive to work at, prepare, get ready, δαῖτα πένοντο; τί σε χρὴ ταῦτα πένεσθα; (ML)
G8695	πενταετής	pentaetēs	of five years		1. five years old, 2. of Time, lasting five years; neuter adverb πεντάετες, for five years, (ML)
G8696	πεντάπηχυς	pentapēchus	of five cubits		five cubits long or broad, (ML)
G8697	πενταπλασίως	pentaplasiōs	five-fold		five-fold (MT)
G8698	πενταπλοῦς	pentaplous	five-fold way		five-fold way (MT)
G8699	πεντεκαίδεκα	pentekaideka	fifteen		fifteen (MT)
G8700	πεντηκονταδύο	pentēkontaduo	fifty-two		fifty-two (MT)
G8701	πεντηκονταέξ	pentēkontaex	fifty-six		fifty-six (MT)
G8702	πεντηκονταεπτά	pentēkontaepta	fifty-seven		fifty-seven (MT)
G8703	πεντηκονταπέντε	pentēkontapente	fifty-five		fifty-five (MT)
G8704	πεντηκονταπέτης	pentēkontapetēs	fifty years		fifty years (MT)
G8705	πεντηκόνταρχος	pentēkontarchos	a commander of fifty		the commander of fifty men, (ML)
G8706	πεντηκοντατρεῖς	pentēkontatreis	fifty-three		fifty-three (MT)
G8707	πεντηκοντέσσαρες	pentēkontessares	fifty-four		fifty-four (MT)
G8708	πεντηκοστός	pentēkostos	fiftieth		1. fiftieth, 2. as Substantive, ἡ πεντηκοστή, 3. (i.e. μερίς); at Athens the duty of one-fiftieth, or two per century, on all exports and imports; εὕρηκε καινὴν ἱππικῆς τινὰ πεντηκοστήν he invented a new two per century duty, in lieu of his cavalry service, i. e. paid this instead of it, 4. (i.e. ἡμέρα); the fiftieth day (after the Passover), Pentecost, (ML)
G8709	πέπειρος	pepeiros	mature		1. ripe, Lat. maturus, [variant dates Anthology Palantina 2. metaphorically softened, ὀργή (ML)
G8710	πεποιθότως	pepoithotōs	securely		securely; full assurance (MT)
G8711	πέπων	pepōn	a melon		1. of fruit, cooked by the sun, ripe, mellow, Lat. mitis, etc. 2. metaphorically in vocative, mostly as a term of endearment, kind, gentle, ὦ πέπον my good friend; κριὲ πέπον my pet ram; in bad sense, soft, weak; ὦ πέπονες ye weaklings; μόχθος πέπων softened pain, etc: with dative, ἐχθροῖς π. gentle to one's foes, (ML)
G8712	περαίνω	perainō	to achieve		1. to bring to an end, finish, accomplish, execute, [variant dates Tragica Adespota, etc;Pass. to be brought to an end, be finished, πάντα πεπείρανται: to be fulfilled, accomplished, etc. 2. in speaking, to end a discourse, finish speaking, etc. 3. to repeat from beginning to end; to relate, 4. absolute to effect one's purpose, especially with a negative, οὐδὲν π. to come to no issue, do no good, make no progress, 5. intransitive to make way, reach or penetrate, 6. intransitive to come to an end, end, (ML)
G8713	περασμός	perasmos	a limit		a limit (MT)
G8714	περάτης	peratēs	a traveler		a traveler (MT)
G8715	πέρδιξ	perdix	partridge		a partridge, Lat. perdix, (ML)
G8716	περιαργυρόω	periarguroō	to silver plate		to silver plate (MT)
G8717	περίβλεπτος	peribleptos	admired		looked at from all sides, admired of all observers, (ML)
G8718	περίβλημα	periblēma	a wrap-around		a wrap-around (MT)
G8719	περιβολή	peribolē	a wrap-around		1. anything which is thrown round, a covering; χειρῶν περιβολαί embraces; so περιβολαί alone; περιβολαὶ χθονός, i. e. the grave; π. [ξίφεος] a scabbard: absolute of walls round a town, ἑπτάπυργοι π. 2. a space enclosed, compass, οἰκίης μεγάλης περιβολή a house of large compass, 3. a circumference, circuit; π. ποιεῖσθαι to make a circuit, 4. metaphorically, 5. a compassing, endeavouring after, τῆς ἀρχῆς, Lat. affectatio imperii, 6. ἡ π. τοῦ λόγου the whole compass of the matter, long and short of it, (ML)
G8720	περίβολος	peribolos	an enclosure		1. going round, compassing, encircling, 2. as Substantive, περίβολος = περιβολή, ἐχίδνης περίβολοι the spires or coils of a serpent; in plural walls round a town; so in singular, 3. an enclosure, circuit, compass, π. νεωρίων; of a temple, the precincts, (ML)
G8721	περιγίνομαι	periginomai	be an advantage		be an advantage (MT)
G8722	περιδειπνέω	perideipneō	to eat at a wake		to eat at a wake (MT)
G8723	περιδέξιος	peridexios	a right armband		1. with two right hands, i.e. using both hands alike, 2. very dexterous, (ML)
G8724	περιδράσσομαι	peridrassomai	to grasp in the hands		Dep. to grasp a thing with the hand, with genitive rei, (ML)
G8725	περίειμι	perieimi	to remain over		1. to be around a place, with dative; τὰ περιόντα circumstances, 2. to be better than, superior to another, surpass, excel, with genitive; περίεσσι γυναικῶν εἶδός τε μέγεθός τε; οἳ περὶ μὲν βουλὴν Δαναῶν περὶ δd ἐστὲ μάχεσθαι λπαρr εθυαλσs μάχην)); with dative rei, σοφίᾳ π. τῶν Ἑλλήνων: absolute to be superior, etc; ἐκ περιόντος at an advantage, 3. to overlive, outlive, τινι: absolute to survive, remain alive, etc;of things, to be extant, to be in existence, 4. to be over and above, to remain in hand, of property, money, etc; οἰόμενοι περιεῖναι χρήματά τῳ imagining that any one has a balance in his hands, 5. to be a result or consequence, περίεστιν ὑμῖν ἐκ τούτων what you have got by all this is; τοσοῦτον ὑμῖν περίεστιν τοῦ πρὸς ἐμὲ μίσους you have so much hatred against me left, Philipp. quoted in; with infinitive, περίεστι ὑμῖν αὐτοῖς ἐρίζειν it remains for you to quarrel with them, (ML)
G8726	περίζωμα	perizōma	a loincloth		a girdle round the loins, apron, (ML)
G8727	περίθεμα	perithema	an adornment		an adornment (MT)
G8728	περικαθαίρω	perikathairō	to purge		to purge (MT)
G8729	περικαθαρίζω	perikatharizō	to purge		to purge (MT)
G8730	περικάθημαι	perikathēmai	to besiege		to be seated or to sit all round: of an army, to beleaguer, invest a town; of ships, to blockade: with accusative pers. to sit down by one, (ML)
G8731	περικαθίζω	perikathizō	to besiege		to besiege; lay siege (MT)
G8732	περικείρω	perikeirō	to shave around		to shear or clip all round; Mid, περικείρεσθαι τρίχας to have one's hair clipt, (ML)
G8733	περικνημίς	periknēmis	a legging		a legging (MT)
G8734	περικοσμέω	perikosmeō	to adorn sumptuously		to adorn sumptuously (MT)
G8735	περικύκλῳ	perikuklō	surrounding		surrounding (MT)
G8736	περιλαμβάνω	perilambanō	to embrace		1. to seize around, embrace, 2. to encompass or surround an enemy, so as to intercept him; μετεώρους τὰς ναῦς π. to intercept them at sea; ἐπεὰν δὲ αὐτὸν περιλάβῃς when you get hold of him, catch him;Pass. to be caught, οἴμοι, περιείλημμαι μόνος 3. to comprehend, include, of a number of particulars, (ML)
G8737	περίληψις	perilēpsis	an embrace		an embrace (MT)
G8738	περίλοιπος	periloipos	residue		residue (MT)
G8739	περίμετρον	perimetron	perimeter		the circumference, (ML)
G8740	περιοδεύω	periodeuō	to travel about		to go all round, with accusative, (ML)
G8741	περίοδος	periodos	a circuit		1. a going round, a flank march, 2. a way round, the circumference, circuit, compass, τοῦ τείχεος, τῆς λίμνης; absolute, τὴν π. in circumference, 3. γῆς π. a chart or map of the earth (compare πίναξ); 4. a going round in a circle, circuit, 5. of Time, a cycle or period of time, etc. 6. a prescribed course of life, system, 7. a fit of intermittent fever, 8. = περιφορά, a course at dinner; π. λόγων table-talk, 9. the orbit of a heavenly body, 10. a well-rounded sentence, period, (ML)
G8742	περιοικοδομέω	perioikodomeō	to enclose		1. to build round, 2. to enclose by building round;Pass. to be built up, walled in; τὸ περιοικοδομημένον the space built round, the enclosure, Lat. ovile, (ML)
G8743	περιονυχίζω	perionuchizō	to trim nails		to trim nails (MT)
G8744	περιουσιασμός	periousiasmos	prized possession		prized possession (MT)
G8745	περίπατος	peripatos	a promenade		1. a walking about, walking, etc. 2. a place for walking, a covered walk, 3. discourse during a walk, a philosophical discussion, 4. οἱ ἐκ τοῦ περιπάτου the Peripatetics, school of Aristotle, because he taught walking in a περίπατος of the Lyceum at Athens, etc. (ML)
G8746	περιπλέκω	periplekō	to twist		1. to twine or enfold round;Pass. to fold oneself round, with dative, ἱστῷ περιπλεχθείς; absolute, δίκτυον εὖ μάλα περιπλεκόμενον close folding, 2. to complicate, entangle, 3. to wrap up in words, (ML)
G8747	περιπόλιον	peripolion	a township		a station for περίπολοι, a guard-house, (ML)
G8748	περιπόρφυρος	periporphuros	objects edged with purple		edged with purple, π. ἐσθής a robe with a purple border, the Roman toga praetextata or laticlavia, etc. (ML)
G8749	περίπτερος	peripteros	sparks		sparks; turreted (MT)
G8750	περίπτωμα	periptōma	by chance		by chance (MT)
G8751	περιρραίνω	perirrainō	to sprinkle about		to besprinkle all round, especially in sacred rites;Mid. to purify oneself, (ML)
G8752	περισιαλόομαι	perisialoomai	to inlay		to inlay (MT)
G8753	περισκελής	periskelēs	pants		dry and hard all round, exceeding hard, of iron; metaphorically obstinate, stubborn, (ML)
G8754	περισκέπω	periskepō	to cover		to cover (MT)
G8755	περισπασμός	perispasmos	distraction		distraction, from περισπάω (ML)
G8756	περισπόρια	perisporia	outskirts		outskirts (MT)
G8757	περίστασις	peristasis	a surrounding space		1. a standing round, a crowd standing round, Lat. corona, etc. 2. circumstances, a state of affairs;in bad sense, κατὰ τὰς π. in critical times, 3. outward pomp and circumstance, (ML)
G8758	περιστέλλω	peristellō	to screen		1. to dress, clothe, wrap up; ἔπηξα δ᾽ αὐτὸν εὖ περιστείλας I planted the sword having wrapt it well with earth, i. e. planted it firmly, 2. to dress or lay out a corpse, Lat. componere, attic: simply, to bury, 3. metaphorically to wrap up, cloak, cover, τἄδικ᾽ εὖ π;Mid, τὰ σὰ περιστέλλου κακά 4. to take care of, protect, defend; π. τοὺς νόμους to maintain the laws; τὰ πάτρια; π. ἀοιδάν to uphold minstrelsy, (ML)
G8759	περιστήθιον	peristēthion	a breast-plate		a breast-plate (MT)
G8760	περιστολή	peristolē	attire		attire (MT)
G8761	περιστόμιος	peristomios	a cleft		a cleft (MT)
G8762	περιστρέφω	peristrephō	to move around		1. to whirl round, of one preparing to throw; π. ἵππον to wheel it round; Pass. to be turned round, spin round; π. εἰς τἀληθῆ to come round to it, 2. π. τὼ χεῖρε to tie his hands behind him. (ML)
G8763	περίστυλος	peristulos	a peristyle		1. with pillars round the wall, surrounded with a colonnade, 2. as Substantive, περίστυλον, ου, τό, or περίστυλος, ὁ, a peristyle, colonnade round a temple or court-yard, (ML)
G8764	περισύρω	perisurō	to tear away		1. to drag about, ἄνω καὶ κάτω 2. to tear away from, τί τινος (ML)
G8765	περισχίζω	perischizō	to split		1. to slit and tear off, 2. Pass, of a river, περισχίζεσθαι τὸν χῶρον to split round a piece of land, i. e. split into two branches so as to surround it;so, of a stream of men, to part and go different ways, (ML)
G8766	περιτειχίζω	periteichizō	to wall around		1. to wall all round, πλίνθοις Βαβυλῶνα 2. to surround with a wall, so as to beleaguer, 3. to build round, ὁ περιτετειχισμένος κύκλος (ML)
G8767	περίτειχος	periteichos	a rampart		a rampart (MT)
G8768	περιφέρεια	periphereia	madness		1. the line round a circular body, a periphery, circumference, 2. the outer surface, 3. a round body, from περιφερής (ML)
G8769	περιφερής	peripherēs	circumference		1. moving round, surrounding, with genitive, 2. surrounded by, with dative, 3. round, circular;of bodies, spherical, globular;of style, rounded, (ML)
G8770	περιφορά	periphora	deviation		1. meats carried round, 2. a going round, rotatory motion, circuit, revolution, etc. 3. the revolving vault of heaven, 4. metaphorically, ἐν ταῖς περιφοραῖς in society, (ML)
G8771	περιφράσσω	periphrassō	to enclose		to enclose (MT)
G8772	περιχαλκόω	perichalkoō	to brass plate		to brass plate (MT)
G8773	περιχαρακόω	pericharakoō	to surround with a rampart		to surround with a stockade, (ML)
G8774	περιχαρής	pericharēs	overjoyed		exceeding joyous or glad, etc; τινι at a thing; τὸ π. excessive joy, (ML)
G8775	περιχέω	pericheō	to pour about		to pour round or over, τί τινι, properly of liquids; of metal-workers, χρυσὸν κέρασιν περιχεύας having spread gold leaf round its horns; so in Mid, ὡς δ᾽ ὅτε τις χρυσὸν περιχεύεται ἀργύρῳ;Pass. to be poured around, περὶ δ᾽ ἀμβρόσιος κέχυθ᾽ ὕπνος; τῶν ὀστέων περικεχυμένων heaped all round; of persons, περιχυθέντες crowding round, (ML)
G8776	περιχρυσόω	perichrusoō	to gild		to gild (MT)
G8777	περκάζω	perkazō	to grow dark		to grow dark (MT)
G8778	πέσσω	pessō	to bake		1. to soften, ripen or change, by means of heat: 2. of the sun, to ripen fruit; compare πεπαίνω. 3. by the action of fire, to cook, dress, bake;Pass;Mid, πέσσεσθαι πέμματα to cook oneself cakes, 4. of the stomach, to digest, like Lat. concoquere, 5. metaphorically, χόλον πέσσειν to cherish or nurse one's wrath, Lat. fovere; βέλος πέσσειν to have a dart in one to nurse; but in good sense, γέρα πεσσέμεν to enjoy them; also, ἀκίνδυνον αἰῶνα πέσσειν to lead a sodden life of ease, (ML)
G8779	πέταλον	petalon	a leaf		1. a leaf, mostly in plural; poetry, νεικέων πέταλα contentious votes (compare πεταλισμός); 2. a leaf of metal, (ML)
G8780	πετάννυμι	petannumi	to spread out		to spread out sails or clothes; χεῖρε πετάσσας, of one swimming: metaphorically, θυμὸν πετάσαι to open one's heart;Pass, mostly in perfect, to be spread on all sides: participle spread wide, opened wide, of folding doors, πύλαι πεπταμέναι; πετάσθησαν (ML)
G8781	πέταυρον	petauron	a perch		a perch for fowls to roost at night, derivation uncertain (ML)
G8782	πέτρινος	petrinos	of rock		of rock, rocky, (ML)
G8783	πετροβόλος	petrobolos	a slinger		1. throwing stones, 2. as Substantive, πετροβόλος, an engine for throwing stones, Lat. ballista, etc. (ML)
G8784	πεύκη	peukē	pine tree		1. the pine, etc. 2. any thing made from its wood, a torch of pine-wood, [variant dates Tragica Adespota 3. a writing-tablet, (ML)
G8785	πεύκινος	peukinos	of pine		of or from pine or pine-wood; π. δάκρυα tears of the pine, i. e. the resinous drops that ooze from it, (ML)
G8786	πέψις	pepsis	baking		baking (MT)
G8787	πῆγμα	pēgma	a bank of water		1. anything joined together, framework, of a ship, [variant dates Anthology Palantina;Lat. pegma, a moveable scaffold used in theatres, 2. metaphorically, π. γενναίως παγέν a bond in honour bound, 3. π. τῆς χιόνος frozen snow, (ML)
G8788	πηδάω	pēdaō	to spring up		1. to leap, spring, bound, ὑψόσε ποσσὶν ἐπήδα; π. ἐς σκάφος; with accusative cognate, πήδημα πηδᾶν to take a leap; with accusative loci, πεδία πηδᾶν to bound over them; π. πλάκα 2. metaphorically of an arrow; of the heart, to leap, throb, etc; of sudden changes, τί πηδᾶις εἰς ἄλλους τρόπου; (ML)
G8789	πήλινος	pēlinos	of clay		of clay, Lat. fictilis, οἱ πήλινοι clay figures, (ML)
G8790	πιαίνω	piainō	to fatten		1. to make fat, fatten; π. χθόνα to fatten the soil, of a dead man;Pass. to be or become fat, etc. 2. metaphorically, 3. to increase, enlarge, πλοῦτον 4. to make wanton, excite;Pass. to wax fat and wanton; ἔχθεσιν πιαίνεσθαι to batten on quarrels, (ML)
G8791	πίθηκος	pithēkos	ape		an ape, monkey; as feminine, πίθηκος μήτηρ;of persons, an ape, jackanapes, derivation uncertain (ML)
G8792	πίθος	pithos	a cask		πιθός, see: πειθός. πειθός (πιθός, WH), -ή, -όν (&lt; πείθω), = cl. πιθανός, persuasive: 1Co.2:4 (not found elsewhere). (AS)
G8793	πικρασμός	pikrasmos	bitterness		bitterness (MT)
G8794	πικρίς	pikris	a bitter herb		a bitter herb (MT)
G8795	πίνινος	pininos	of mother of pearl		of mother of pearl (MT)
G8796	πίσσα	pissa	pitch		pitch, Lat. pix, etc: proverbial, ἄρτι μῦς πίττης γεύεται, i. e. he has got the first taste of misery, (ML)
G8797	πίτυς	pitus	pine tree		the pine, stone pine; proverbial, πίτυος τρόπον ἐκτρίβεσθαι to be destroyed like a pine, i. e. utterly, because the pine when cut down never grows again, (ML)
G8798	πίων	piōn	plentiful		1. neuter πῖον, genitive πίονος, fat, plump, Lat. pinguis; π. δημός rich fat; of oil, 2. of soil, fat, rich; also, πίονα ἔργα pingues segetes; ὀπώρας πίων ποτός, of wine, 3. of persons and places, rich, wealthy; πίονι μέτρῳ in plenteous measure, 4. The comparative and Sup. are πι-ότερος, πι-ότατος, as if from πῖος. (ML)
G8799	πλαγιάζω	plagiazō	to bend	G:V	to turn sideways or aside, πλ. πρὸς τοὺς ἀντίους ἀνέμους (i.e. τὴν ναῦν); to beat up against adverse winds: metaphorically, πλ. ἢ φωνὴν ἢ πρᾶξιν to adapt them to circumstances, (ML)
G8800	πλάγιος	plagios	sideways		1. placed sideways, slanting, aslant, Lat. obliquus, 2. πλάγια, ων, τά, the sides;in military sense, τοῖς πλαγίοις ἐπιέναι to attack the flanks; εἰς τὰ πλ. παράγειν or παραπέμπειν to make an army file off right and left; πλαγίους λαβεῖν τοὺς πολεμίους to take the enemy in flank, 3. with Preps. in adverbial sense, εἰς πλάγιον obliquely; εἰς τὰ πλάγια, opp. to εἰς τὸ ἀντίον; ἐκ πλαγίου in flank; κατὰ πλάγια 4. metaphorically not straightforward, crooked, treacherous, φρένες; πλάγια φρονεῖν (ML)
G8801	πλάνησις	planēsis	a delusion		a making to wander, a dispersing, τῶν νεῶν (ML)
G8802	πλάτανος	platanos	plane tree		the oriental plane, Lat. platanus, From πλατύς, because of its broad leaves. (ML)
G8803	πλατυσμός	platusmos	an enlargement		an enlargement (MT)
G8804	πλειστάκις	pleistakis	very often		mostly, most often, very often, etc. (ML)
G8805	πλεονάκις	pleonakis	many times		more frequently, oftener: several times, frequently, (ML)
G8806	πλεόνασμα	pleonasma	surplus		surplus (MT)
G8807	πλεονασμός	pleonasmos	usury		usury (MT)
G8808	πλεοναστός	pleonastos	superabundant		superabundant (MT)
G8809	πλεονέκτημα	pleonektēma	advantage		1. an advantage, gain, privilege: in plural gains, successes, 2. an act of overreaching, selfish trick, (ML)
G8810	πλευρόν	pleuron	a side		1. a rib: mostly in plural the ribs, the side, etc;also in singular, 2. of places, πλευρὸν νεῶν the side of the bay where the ships lay; τὸ δεξιὸν πλ. the right flank (of an army), (ML)
G8811	πλημμέλεια	plēmmeleia	a trespass		a mistake in music, false note: metaphorically a fault, offence, error, from πλημμελέω (ML)
G8812	πλημμελέω	plēmmeleō	to offend		to make a false note in music: metaphorically to go wrong, offend, err, τι in a thing, etc; εἴς τινα;Pass, πλημμελεῖσθαι ὑπό τινος to be ill-treated by one, (ML)
G8813	πλημμέλημα	plēmmelēma	a trespass		a trespass (MT)
G8814	πλημμέλησις	plēmmelēsis	a trespass		a trespass (MT)
