# File Name: Hebrew_Lexicon_Strongs.txt
# File Size: 1452460     
# File Date: 02/20/2021 19:25:59
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Hebrew
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS
#		Strong's number
#	WORD
#		Hebrew word
#	TRANS
#		Transliterated word
#	PRONOUNCE
#		Pronunciation
#	LANG
#		Language
#	MORPH
#		Part of speech
#	DEF
#		Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
H6320	פּוּךְ	pûwk	pook	heb	Noun Masculine	from an unused root meaning to paint; dye (specifically, stibium for the eyes); fair colours, glistering, paint(-ed) (-ing).
H6321	פּוֹל	pôwl	pole	heb	Noun Masculine	lemma פוֹל missing dagesh, corrected to פּוֹל; from an unused root meaning to be thick; a bean (as plump); beans.
H6322	פּוּל	Pûwl	pool	x-pn	Proper Name Masculine	of foreign origin; Pul, the name of an Assyrian king and of an Ethiopian tribe; Pul.
H6323	פּוּן	pûwn	poon	heb	Verb	a primitive root meaning to turn, i.e.; be perplexed; be distracted.
H6324	פּוּנִי	Pûwnîy	poo-nee'	x-pn	Adjective	patronymically from an unused name meaning a turn; a Punite (collectively) or descendants of an unknown Pun; Punites.
H6325	פּוּנֹן	Pûwnôn	poo-none'	x-pn	Proper Name Location	from פּוּן; perplexity; Punon, a place in the Desert; Punon.
H6326	פּוּעָה	Pûwʻâh	poo-aw'	x-pn	Proper Name Feminine	from an unused root meaning to glitter; brilliancy; Puah, an Israelitess; Puah.
H6327	פּוּץ	pûwts	poots	heb	Verb	a primitive root; to dash in pieces, literally or figuratively (especially to disperse); break (dash, shake) in (to) pieces, cast (abroad), disperse (selves), drive, retire, scatter (abroad), spread abroad.
H6328	פּוּק	pûwq	pook	heb	Verb	a primitive root; to waver; stumble, move.
H6329	פּוּק	pûwq	pook	heb	Verb	a primitive root (identical with פּוּק through the idea of dropping out; compare נְפַק); to issue, i.e. furnish; causatively, to secure; figuratively, to succeed; afford, draw out, further, get, obtain.
H6330	פּוּקָה	pûwqâh	poo-kaw'	heb	Noun Feminine	from פּוּק; a stumbling-block; grief.
H6331	פּוּר	pûwr	poor	heb	Verb	a primitive root; to crush; break, bring to nought, [idiom] utterly take.
H6332	פּוּר	Pûwr	poor	heb	Noun Masculine	also (plural) פּוּרִים; or פֻּרִים; from פּוּר; a lot (as by means of a broken piece); Pur, Purim.
H6333	פּוּרָה	pûwrâh	poo-raw'	heb	Noun Feminine	from פּוּר; a wine-press (as crushing the grapes); winepress.
H6334	פּוֹרָתָא	Pôwrâthâʼ	po-raw-thaw'	x-pn	Proper Name Masculine	of Persian origin; Poratha, a son of Haman; Poratha.
H6335	פּוּשׁ	pûwsh	poosh	heb	Verb	a primitive root; to spread; figuratively, act proudly; grow up, be grown fat, spread selves, be scattered.
H6336	פּוּתִי	Pûwthîy	poo-thee'	x-pn	Adjective	patronymically from an unused name meaning a hinge; a Puthite (collectively) or descendants of an unknown Puth; Puhites (as if from פּוּאָה).
H6337	פָּז	pâz	pawz	heb	Noun Masculine	from פָּזַז; pure (gold); hence, gold itself (as refined); fine (pure) gold.
H6338	פָּזַז	pâzaz	paw-zaz'	heb	Verb	a primitive root; to refine (gold); best (gold).
H6339	פָּזַז	pâzaz	paw-zaz'	heb	Verb	a primitive root (identical with פָּזַז); to solidify (as if by refining); also to spring (as if separating the limbs); leap, be made strong.
H6340	פָּזַר	pâzar	paw-zar'	heb	Verb	a primitive root; to scatter, whether in enmity or bounty; disperse, scatter (abroad).
H6341	פַּח	pach	pakh	heb	Noun Masculine	from פָּחַח; a (metallic) sheet (as pounded thin); also a spring net (as spread out like a lamina); gin, (thin) plate, snare.
H6342	פָּחַד	pâchad	paw-kkad'	heb	Verb	a primitive root; to be startled (by a sudden alarm); hence, to fear in general; be afraid, stand in awe, (be in) fear, make to shake.
H6343	פַּחַד	pachad	pakh'-ad	heb	Noun Masculine	from פָּחַד; a (sudden) alarm (properly, the object feared, by implication, the feeling); dread(-ful), fear, (thing) great (fear, -ly feared), terror.
H6344	פַּחַד	pachad	pakh'-ad	heb	Noun Masculine	the same as פַּחַד; a testicle (as a cause of shame akin to fear); stone.
H6345	פַּחְדָּה	pachdâh	pakh-daw'	heb	Noun Feminine	feminine of פַּחַד; alarm (i.e. awe); fear.
H6346	פֶּחָה	pechâh	peh-khaw'	heb	Noun Masculine	of foreign origin; a prefect (of a city or small district); captain, deputy, governor.
H6347	פֶּחָה	pechâh	peh-khaw'	arc	Noun Masculine	(Aramaic) corresponding to פֶּחָה; {a prefect (of a city or small district)}; captain, governor.
H6348	פָּחַז	pâchaz	paw-khaz'	heb	Verb	a primitive root; to bubble up or froth (as boiling water), i.e. (figuratively) to be unimportant; light.
H6349	פַּחַז	pachaz	pakh'-az	heb	Noun Masculine	from פָּחַז; ebullition, i.e. froth (figuratively, lust); unstable.
H6350	פַּחֲזוּת	pachăzûwth	pakh-az-ooth'	heb	Noun Feminine	from פָּחַז; frivolity; lightness.
H6351	פָּחַח	pâchach	paw-khakh'	heb	Verb	a primitive root; to batter out; but used only as denominative from פַּח,; to spread a net; be snared.
H6352	פֶּחָם	pechâm	peh-khawm'	heb	Noun Masculine	perhaps from an unused root probably meaning to be black; a coal, whether charred or live; coals.
H6353	פֶּחָר	pechâr	peh-khawr'	arc	Noun Masculine	(Aramaic) from an unused root probably meaning to fashion; a potter; potter.
H6354	פַּחַת	pachath	pakh'-ath	heb	Noun Masculine	probably from an unused root apparently meaning to dig; a pit, especially forcatching animals; hole, pit, snare.
H6355	פַּחַת מוֹאָב	Pachath Môwʼâb	pakh'-ath mo-awb'	x-pn	Proper Name Masculine	from פַּחַת and מוֹאָב; pit of Moab; Pachath-Moab, an Israelite; Pahathmoab.
H6356	פְּחֶתֶת	pᵉchetheth	pekh-eh'-theth	heb	Noun Feminine	from the same as פַּחַת; a hole (by mildew in a garment); fret inward.
H6357	פִּטְדָה	piṭdâh	pit-daw'	heb	Noun Feminine	of foreign derivation; a gem, probably the topaz; topaz.
H6358	פָּטוּר	pâṭûwr	paw-toor'	heb		passive participle of פָּטַר; opened, i.e. (as noun) a bud; open.
H6359	פָּטִיר	pâṭîyr	paw-teer'	heb	Adjective	from פָּטַר; open, i.e. unoccupied; free.
H6360	פַּטִּישׁ	paṭṭîysh	pat-teesh'	heb	Noun Masculine	intensively from an unused root meaning to pound; a hammer; hammer.
H6361	פַּטִּישׁ	paṭṭîysh	pat-teesh'	arc	Noun Masculine	(Aramaic) from a root corresponding to that of פַּטִּישׁ; a gown (as if hammered out wide); hose.
H6362	פָּטַר	pâṭar	paw-tar'	heb	Verb	a primitive root; to cleave or burst through, i.e. (causatively) to emit, whether literal or figurative (gape); dismiss, free, let (shoot) out, slip away.
H6363	פֶּטֶר	peṭer	peh'-ter	heb	Noun Masculine	or פִּטְרָה; from פָּטַר; a fissure, i.e. (concretely) firstling (as opening the matrix); firstling, openeth, such as open.
H6364	פִּי־בֶסֶת	Pîy-Beçeth	pee beh'-seth	x-pn	Proper Name Location	of Egyptian origin; Pi-Beseth, a place in Egypt; Pi-beseth.
H6365	פִּיד	pîyd	peed	heb	Noun Masculine	from an unused root probably meaning to pierce; (figuratively) misfortune; destruction, ruin.
H6366	פֵּיָה	pêyâh	pay-aw'	heb	Noun Feminine	or פִּיָּה; feminine of פֶּה; an edge; (two-) edge(-d).
H6367	פִּי הַחִירֹת	Pîy ha-Chîyrôth	pee hah-khee-roth'	x-pn	Proper Name Location	lemma פִּי הַחִרֹת yod, corrected to פִּי הַחִירֹת; xlit Pi corrected to Pîy; from פֶּה and the feminine plural of a noun (from the same root as חוֹר), with the article interpolated; mouth of the gorges; Pi-ha-Chiroth, a place in Egypt; Pi-hahiroth. (In Numbers 14:19 without Pi-.)
H6368	פִּיחַ	pîyach	pee'-akh	heb	Noun Masculine	from פּוּחַ; a powder (as easily puffed away), i.e. ashes or dust; ashes.
H6369	פִּיכֹל	Pîykôl	pee-kole'	x-pn	Proper Name Masculine	apparently from פֶּה and כֹּל; mouth of all; Picol, a Philistine; Phichol.
H6370	פִּילֶגֶשׁ	pîylegesh	pee-leh'-ghesh	heb	Noun Feminine	or פִּלֶגֶשׁ; of uncertain derivation; a concubine; also (masculine) a paramour; concubine, paramour.
H6371	פִּימָה	pîymâh	pee-maw'	heb	Noun Feminine	probably from an unused root meaning to be plump; obesity; collops.
H6372	פִּינְחָס	Pîynᵉchâç	pee-nekh-aws'	x-pn	Proper Name Masculine	apparently from פֶּה and a variation of נָחָשׁ; mouth of a serpent; Pinechas, the name of three Israelites; Phinehas.
H6373	פִּינֹן	pîynôn	pee-none'	x-pn	Proper Name Masculine	probably the same as פּוּנֹן; Pinon, an Idumaean; Pinon.
H6374	פִּיפִיָּה	pîyphîyâh	pee-fee-yaw'	heb	Noun Feminine	for פֵּיָה; an edge or tooth; tooth, [idiom] two-edged.
H6375	פִּיק	pîyq	peek	heb	Noun Masculine	from פּוּק; a tottering; smite together.
H6376	פִּישׁוֹן	Pîyshôwn	pee-shone'	x-pn	Noun	from פּוּשׁ; dispersive; Pishon, a river of Eden; Pison.
H6377	פִּיתוֹן	Pîythôwn	pee-thone'	x-pn	Proper Name Masculine	probably from the same as פֹּת; expansive; Pithon, an Israelite; Pithon.
H6378	פַּךְ	pak	pak	heb	Noun Masculine	from פָּכָה; a flask (from which a liquid may flow); box, vial.
H6379	פָּכָה	pâkâh	paw-kaw'	heb	Verb	a primitive root; to pour; run out.
H6380	פֹּכֶרֶת צְבָיִים	Pôkereth Tsᵉbâyîym	po-keh'-reth tseb-awyeem'	x-pn	Proper Name Masculine	from the active participle (of the same form as the first word) feminine of an unused root (meaning to entrap) and plural of צְבִי; trap of gazelles; Pokereth-Tsebajim, one of the 'servants of Solomon'; Pochereth of Zebaim.
H6381	פָּלָא	pâlâʼ	paw-law'	heb	Verb	a primitive root; properly, perhaps to separate, i.e. distinguish (literally or figuratively); by implication, to be (causatively, make) great, difficult, wonderful; accomplish, (arise...too, be too) hard, hidden, things too high, (be, do, do a, shew) marvelous(-ly, -els, things, work), miracles, perform, separate, make singular, (be, great, make) wonderful(-ers, -ly, things, works), wondrous (things, works, -ly).
H6382	פֶּלֶא	peleʼ	peh'-leh	heb	Noun Masculine	from פָּלָא; a miracle; marvellous thing, wonder(-ful, -fully).
H6383	פִּלְאִי	pilʼîy	pil-ee'	heb	Adjective	or פָּלִיא; from פָּלָא; remarkable; secret, wonderful.
H6384	פַּלֻּאִי	Palluʼîy	pal-loo-ee'	x-pn	Adjective	patronymically from פַּלּוּא; a Palluite (collectively) or descendants of Pallu; Palluites.
H6385	פָּלַג	pâlag	paw-lag'	heb	Verb	a primitive root; to split (literally or figuratively); divide.
H6386	פְּלַג	pᵉlag	pel-ag'	arc	Verb	(Aramaic) corresponding to פָּלַג; {to split (literally or figuratively)}; divided.
H6387	פְּלַג	pᵉlag	pel-ag'	arc	Noun Masculine	(Aramaic) from פְּלַג; a half; dividing.
H6388	פֶּלֶג	peleg	peh'-leg	heb	Noun Masculine	from פָּלַג; a rill (i.e. small channel of water, as in irrigation); river, stream.
H6389	פֶּלֶג	Peleg	peh'-leg	x-pn	Proper Name Masculine	the same as פֶּלֶג; earthquake; Peleg, a son of Shem; Peleg.
H6390	פְּלַגָּה	pᵉlaggâh	pel-ag-gaw'	heb	Noun Feminine	from פָּלַג; a runlet, i.e. gully; division, river.
H6391	פְּלֻגָּה	pᵉluggâh	pel-oog-gaw'	heb	Noun Feminine	from פָּלַג; a section; division.
H6392	פְּלֻגָּה	pᵉluggâh	pel-oog-gaw'	arc	Noun Feminine	(Aramaic) corresponding to פְּלֻגָּה; {a section}; division.
H6393	פְּלָדָה	pᵉlâdâh	pel-aw-daw'	heb	Noun Feminine	lemma פְלָדָה missing dagesh, corrected to פְּלָדָה; from an unused root meaning to divide; a cleaver, i.e. iron armature (of a chariot); torch.
H6394	פִּלְדָּשׁ	Pildâsh	pil-dawsh'	x-pn	Proper Name Masculine	of uncertain derivation; Pildash, a relative of Abraham; Pildash.
H6395	פָּלָה	pâlâh	paw-law'	heb	Verb	a primitive root; to distinguish (literally or figuratively); put a difference, show marvellous, separate, set apart, sever, make wonderfully.
H6396	פַּלּוּא	Pallûwʼ	pal-loo'	x-pn	Proper Name Masculine	from פָּלָה; distinguished; Pallu, an Israelite; Pallu, Phallu.
H6397	פְּלוֹנִי	Pᵉlôwnîy	pel-o-nee'	x-pn	Adjective	patronymically from an unused name (from פָּלָה) meaning separate; a Pelonite or inhabitant of an unknown Palon; Pelonite.
H6398	פָּלַח	pâlach	paw-lakh'	heb	Verb	a primitive root; to slice, i.e. break open or pierce; bring forth, cleave, cut, shred, strike through.
H6399	פְּלַח	pᵉlach	pel-akh'	arc	Verb	(Aramaic) corresponding to פָּלַח; to serve or worship; minister, serve.
H6400	פֶּלַח	pelach	peh'-lakh	heb	Noun Feminine	from פָּלַח; a slice; piece.
H6401	פִּלְחָא	Pilchâʼ	pil-khaw'	x-pn	Proper Name Masculine	from פֶּלַח; slicing; Pilcha, an Israelite; Pilcha.
H6402	פׇּלְחָן	polchân	pol-khawn'	arc	Noun Masculine	(Aramaic) from פְּלַח; worship; service.
H6403	פָּלַט	pâlaṭ	paw-lat'	heb	Verb	a primitive root; to slip out, i.e. escape; causatively, to deliver; calve, carry away safe, deliver, (cause to) escape.
H6404	פֶּלֶט	Peleṭ	peh'-let	x-pn	Proper Name Masculine	from פָּלַט; escape; Pelet, the name of two Israelites; Pelet. See also בֵּית פֶּלֶט.
H6405	פַּלֵּט	pallêṭ	pal-late'	heb	Noun Masculine	from פָּלַט; escape; deliverance, escape.
H6406	פַּלְטִי	Palṭîy	pal-tee'	x-pn	Proper Name Masculine	from פָּלַט; delivered; Palti, the name of two Israelites; Palti, Phalti.
H6407	פַּלְטִי	Palṭîy	pal-tee'	x-pn	Adjective	patronymically from פַּלְטִי; a Paltite or descendant of Palti; Paltite.
H6408	פִּלְטַי	Pilṭay	pil-tah'-ee	x-pn	Proper Name Masculine	for פַּלְטִי; Piltai, an Israelite; Piltai.
H6409	פַּלְטִיאֵל	Palṭîyʼêl	pal-tee-ale'	x-pn	Proper Name Masculine	from the same as פֶּלֶט and אֵל; deliverance of God; Paltiel, the name of two Israelites; Paltiel, Phaltiel.
H6410	פְּלַטְיָה	Pᵉlaṭyâh	pel-at-yaw'	x-pn	Proper Name Masculine	or פְּלַטְיָהוּ; from פָּלַט and יָהּ; Jah has delivered; Pelatjah, the name of four Israelites; Pelatiah.
H6411	פְּלָיָה	Pᵉlâyâh	pel-aw-yaw'	x-pn	Proper Name Masculine	or פְּלָאיָה; from פָּלָא and יָהּ; Jah has distinguished; Pelajah, the name of three Israelites; Pelaiah.
H6412	פָּלִיט	pâlîyṭ	paw-leet'	heb	Noun Masculine	or פָּלֵיט; or פָּלֵט; from פָּלַט; a refugee; (that have) escape(-d, -th), fugitive.
H6413	פְּלֵיטָה	pᵉlêyṭâh	pel-ay-taw'	heb	Noun Feminine	or פְּלֵטָה; feminine of פָּלִיט; deliverance; concretely, an escaped portion; deliverance, (that is) escape(-d), remnant.
H6414	פָּלִיל	pâlîyl	paw-leel'	heb	Noun Masculine	from פָּלַל; a magistrate; judge.
H6415	פְּלִילָה	pᵉlîylâh	pel-ee-law'	heb	Noun Feminine	feminine of פָּלִיל; justice; judgment.
H6416	פְּלִילִי	pᵉlîylîy	pel-ee-lee'	heb	Adjective	from פָּלִיל; judicial; judge.
H6417	פְּלִילִיָּה	pᵉlîylîyâh	pel-ee-lee-yaw'	heb	Noun Feminine	feminine of פְּלִילִי; judicature; judgment.
H6418	פֶּלֶךְ	pelek	peh'-lek	heb	Noun Masculine	from an unused root meaning to be round; a circuit (i.e. district); also a spindle (as whirled); hence, a crutch; (di-) staff, participle
H6419	פָּלַל	pâlal	paw-lal'	heb	Verb	a primitive root; to judge (officially or mentally); by extension, to intercede, pray; intreat, judge(-ment), (make) pray(-er, -ing), make supplication.
H6420	פָּלָל	Pâlâl	paw-lawl'	x-pn	Proper Name Masculine	from פָּלַל; judge; Palal, an Israelite; Palal.
H6421	פְּלַלְיָה	Pᵉlalyâh	pel-al-yaw'	x-pn	Proper Name Masculine	from פָּלַל and יָהּ; Jah has judged; Pelaljah, an Israelite; Pelaliah.
H6422	פַּלְמוֹנִי	palmôwnîy	pal-mo-nee'	heb		probably for פְּלֹנִי; a certain one, i.e. so-and-so; certain.
H6423	פְּלֹנִי	pᵉlônîy	pel-o-nee'	heb		from פָּלָה; such a one, i.e. a specified person; such.
H6424	פָּלַס	pâlaç	paw-las'	heb	Verb	a primitive root; properly, to roll flat, i.e. prepare (a road); also to revolve, i.e. weigh (mentally); make, ponder, weigh.
H6425	פֶּלֶס	peleç	peh'-les	heb	Noun Masculine	from פָּלַס; a balance; scales, weight.
H6426	פָּלַץ	pâlats	paw-lats'	heb	Verb	a primitive root; properly, perhaps to rend, i.e. (by implication) to quiver; tremble.
H6427	פַּלָּצוּת	pallâtsûwth	pal-law-tsooth'	heb	Noun Feminine	from פָּלַץ; affright; fearfulness, horror, trembling.
H6428	פָּלַשׁ	pâlash	paw-lash'	heb	Verb	a primitive root; to roll (in dust); roll (wallow) self.
H6429	פְּלֶשֶׁת	Pᵉlesheth	pel-eh'-sheth	x-pn	Noun	from פָּלַשׁ; rolling, i.e. migratory; Pelesheth, a region of Syria; Palestina, Palestine, Philistia, Philistines.
H6430	פְּלִשְׁתִּי	Pᵉlishtîy	pel-ish-tee'	x-pn	Adjective	patrial from פְּלֶשֶׁת; a Pelishtite or inhabitant of Pelesheth; Philistine.
H6431	פֶּלֶת	Peleth	peh'-leth	x-pn	Proper Name Masculine	from an unused root meaning to flee; swiftness; Peleth, the name of two Israelites; Peleth.
H6432	פְּלֵתִי	Pᵉlêthîy	pel-ay-thee'	heb	Adjective	from the same form as פֶּלֶת; a courier (collectively) or official messenger; Pelethites.
H6433	פֻּם	pum	poom	arc	Noun Masculine	(Aramaic) probably for פֶּה; the mouth (literally or figuratively); mouth.
H6434	פֵּן	pên	pane	heb	Noun Masculine	from an unused root meaning to turn; an angle (of a street or wall); corner.
H6435	פֵּן	pên	pane	heb		from פָּנָה; properly, removal; used only (in the construction) adverb as conjunction, lest; (lest) (peradventure), that...not.
H6436	פַּנַּג	pannag	pan-nag'	heb	Noun Masculine	of uncertain derivation; probably pastry; Pannag.
H6437	פָּנָה	pânâh	paw-naw'	heb	Verb	a primitive root; to turn; by implication, to face, i.e. appear, look, etc.; appear, at (even-) tide, behold, cast out, come on, [idiom] corner, dawning, empty, go away, lie, look, mark, pass away, prepare, regard, (have) respect (to), (re-) turn (aside, away, back, face, self), [idiom] right (early).
H6438	פִּנָּה	pinnâh	pin-naw'	heb	Noun Feminine	feminine of פֵּן; an angle; by implication, a pinnacle; figuratively, a chieftain; bulwark, chief, corner, stay, tower.
H6439	פְּנוּאֵל	Pᵉnûwʼêl	pen-oo-ale'	x-pn		or (more properly,) פְּנִיאֵל; from פָּנָה and אֵל; face of God; Penuel or Peniel, a place East of Jordan; also (as Penuel) the name of two Israelites; Peniel, Penuel.
H6440	פָּנִים	pânîym	paw-neem'	heb	Noun Masculine	plural (but always as singular) of an unused noun פָּנֶה; from פָּנָה); the face (as the part that turns); used in a great variety of applications (literally and figuratively); also (with prepositional prefix) as a preposition (before, etc.); [phrase] accept, a-(be-) fore(-time), against, anger, [idiom] as (long as), at, [phrase] battle, [phrase] because (of), [phrase] beseech, countenance, edge, [phrase] employ, endure, [phrase] enquire, face, favour, fear of, for, forefront(-part), form(-er time, -ward), from, front, heaviness, [idiom] him(-self), [phrase] honourable, [phrase] impudent, [phrase] in, it, look(-eth) (-s), [idiom] me, [phrase] meet, [idiom] more than, mouth, of, off, (of) old (time), [idiom] on, open, [phrase] out of, over against, the partial, person, [phrase] please, presence, propect, was purposed, by reason of, [phrase] regard, right forth, [phrase] serve, [idiom] shewbread, sight, state, straight, [phrase] street, [idiom] thee, [idiom] them(-selves), through ([phrase] -out), till, time(-s) past, (un-) to(-ward), [phrase] upon, upside ([phrase] down), with(-in, [phrase] -stand), [idiom] ye, [idiom] you.
H6441	פְּנִימָה	pᵉnîymâh	pen-ee'-maw	heb	Adverb	from פָּנִים with directive enclitic; faceward, i.e. indoors; (with-) in(-ner part, -ward).
H6442	פְּנִימִי	pᵉnîymîy	pen-ee-mee'	heb	Adjective	from פָּנִים; interior; (with-) in(-ner, -ward).
H6443	פָּנִין	pânîyn	paw-neen'	heb	Noun Masculine	or פָּנִי; from the same as פֵּן; probably a pearl (as round); ruby.
H6444	פְּנִנָּה	Pᵉninnâh	pen-in-naw'	x-pn	Proper Name Feminine	probably feminine from פָּנִין contr.; Peninnah, an Israelitess; Peninnah.
H6445	פָּנַק	pânaq	paw-nak'	heb	Verb	a primitive root; to enervate; bring up.
H6446	פַּס	paç	pas	heb	Noun Masculine	from פָּסַס; properly, the palm (of the hand) or sole (of the foot) (compare פַּס); by implication (plural); a long and sleeved tunic (perhaps simply a wide one; from the original sense of the root, i.e. of many breadths); (divers) colours.
H6447	פַּס	paç	pas	arc	Noun Masculine	(Aramaic) from a root corresponding to פָּסַס; the palm (of the hand, as being spread out); participle
H6448	פָּסַג	pâçag	paw-sag'	heb	Verb	a primitive root; to cut up, i.e. (figuratively) contemplate; consider.
H6449	פִּסְגָּה	Piçgâh	pis-gaw'	x-pn	Proper Name Location	from פָּסַג; a cleft; Pisgah, a Mountain East of Jordan; Pisgah.
H6450	פַּס דַּמִּים	Paç Dammîym	pas dam-meem'	x-pn	Proper Name Location	from פַּס and the plural of דָּם; palm (i.e. dell) of bloodshed; Pas-Dammim, a place in Palestine; Pas-dammim. Compare אֶפֶס דַּמִּים.
H6451	פִּסָּה	piççâh	pis-saw'	heb	Noun Feminine	from פָּסַס; expansion, i.e. abundance; handful.
H6452	פָּסַח	pâçach	paw-sakh'	heb	Verb	a primitive root; to hop, i.e. (figuratively) skip over (or spare); by implication, to hesitate; also (literally) to limp, to dance; halt, become lame, leap, pass over.
H6453	פֶּסַח	peçach	peh'-sakh	heb	Noun Masculine	from פָּסַח; a pretermission, i.e. exemption; used only techically of the Jewish Passover (the festival or the victim); passover (offering).
H6454	פָּסֵחַ	Pâçêach	paw-say'-akh	x-pn	Proper Name Masculine	from פָּסַח; limping; Paseach, the name of two Israelites; Paseah, Phaseah.
H6455	פִּסֵּחַ	piççêach	pis-say'-akh	heb	Adjective	from פָּסַח; lame; lame.
H6456	פְּסִיל	pᵉçîyl	pes-eel'	heb	Noun Masculine	from פָּסַל; an idol; carved (graven) image, quarry.
H6457	פָּסַךְ	Pâçak	paw-sak'	x-pn	Proper Name Masculine	from an unused root meaning to divide; divider; Pasak, an Israelite; Pasach.
H6458	פָּסַל	pâçal	paw-sal'	heb	Verb	a primitive root; to carve, whether wood or stone; grave, hew.
H6459	פֶּסֶל	peçel	peh'-sel	heb	Noun Masculine	lemma פֶסֶל missing dagesh, corrected to פֶּסֶל; from פָּסַל; an idol; carved (graven) image.
H6460	פְּסַנְטֵרִין	pᵉçanṭêrîyn	pes-an-tay-reen'	arc	Noun Masculine	lemma פִּסַנְטֵרִין first vowel, corrected to פְּסַנְטֵרִין; (Aramaic) or פְּסַנְתֵּרִין; a transliteration of the Greek,; psalterion; a lyre; psaltery.
H6461	פָּסַס	pâçaç	paw-sas'	heb	Verb	a primitive root; probably to disperse, i.e. (intransitive) disappear; cease.
H6462	פִּסְפָּה	Piçpâh	pis-paw'	x-pn	Proper Name Masculine	perhaps from פָּסַס; dispersion; Pispah, an Israelite; Pispah.
H6463	פָּעָה	pâʻâh	paw-aw'	heb	Verb	a primitive root; to scream; cry.
H6464	פָּעוּ	Pâʻûw	paw-oo'	x-pn	Proper Name Location	or פָּעִי; from פָּעָה; screaming; Pau or Pai, a place in Edom; Pai, Pau.
H6465	פְּעוֹר	Pᵉʻôwr	peh-ore'	x-pn		from פָּעַר; a gap; also בַּעַל פְּעוֹר); Peor, a mountain East of Jordan; Baal Peor,  (for a deity worshipped there; Peor. See also בֵּית פְּעוֹר.
H6466	פָּעַל	pâʻal	paw-al'	heb	Verb	a primitive root; to do or make (systematically and habitually), especially to practise; commit, (evil-) do(-er), make(-r), ordain, work(-er).
H6467	פֹּעַל	pôʻal	po'-al	heb	Noun Masculine	from פָּעַל; an act or work (concretely); act, deed, do, getting, maker, work.
H6468	פְּעֻלָּה	pᵉʻullâh	peh-ool-law'	heb	Noun Feminine	feminine passive participle of פָּעַל; (abstractly) work; labour, reward, wages, work.
H6469	פְּעֻלְּתַי	Pᵉʻullᵉthay	peh-ool-leh-thah'-ee	x-pn	Proper Name Masculine	xlit Pᵉullʻthay corrected to Pᵉʻullᵉthay; from פְּעֻלָּה; laborious; Peullethai, an Israelite; Peulthai.
H6470	פָּעַם	pâʻam	paw-am'	heb	Verb	a primitive root; to tap, i.e. beat regularly; hence (generally) to impel or agitate; move, trouble.
H6471	פַּעַם	paʻam	pah'-am	heb	Noun Feminine	or (feminine) פַּעֲמָה; from פָּעַם; a stroke, literally or figuratively (in various applications, as follow); anvil, corner, foot(-step), going, (hundred-) fold, [idiom] now, (this) [phrase] once, order, rank, step, [phrase] thrice, (often-), second, this, two) time(-s), twice, wheel.
H6472	פַּעֲמֹן	paʻămôn	pah-am-one'	heb	Noun Masculine	from פַּעַם; a bell (as struck); bell.
H6473	פָּעַר	pâʻar	paw-ar'	heb	Verb	a primitive root; to yawn, i.e. open wide (literally or figuratively); gape, open (wide).
H6474	פַּעֲרַי	Paʻăray	pah-ar-ah'-ee	x-pn	Proper Name Masculine	from פָּעַר; yawning; Paarai, an Israelite; Paarai.
H6475	פָּצָה	pâtsâh	paw-tsaw'	heb	Verb	a primitive root; to rend, i.e. open (especially the mouth); deliver, gape, open, rid, utter.
H6476	פָּצַח	pâtsach	paw-tsakh'	heb	Verb	a primitive root; to break out (in joyful sound); break (forth, forth into joy), make a loud noise.
H6477	פְּצִירָה	pᵉtsîyrâh	pets-ee-raw'	heb	Noun Feminine	from פָּצַר; bluntness; [phrase] file.
H6478	פָּצַל	pâtsal	paw-tsal'	heb	Verb	a primitive root; to peel; pill.
H6479	פְּצָלָה	pᵉtsâlâh	pets-aw-law'	heb	Noun Feminine	from פָּצַל; a peeling; strake.
H6480	פָּצַם	pâtsam	paw-tsam'	heb	Verb	a primitive root; to rend (by earthquake); break.
H6481	פָּצַע	pâtsaʻ	paw-tsah'	heb	Verb	a primitive root; to split, i.e. wound; wound.
H6482	פֶּצַע	petsaʻ	peh'-tsah	heb	Noun Masculine	from פָּצַע; a wound; wound(-ing).
H6483	פִּצֵּץ	Pitstsêts	pits-tsates'	x-pn	Proper Name Masculine	from an unused root meaning to dissever; dispersive; Pitstsets, a priest; Apses (including the article).
H6484	פָּצַר	pâtsar	paw-tsar'	heb	Verb	a primitive root; to peck at, i.e. (figuratively) stun or dull; press, urge, stubbornness.
